title,price
CANNES - Bv. Rondeau Y Mitre,USD 72.500
Amafuerte  1000,USD 90.000
Alsina al 500,USD 145.000
MENDOZA al 400,USD 125.000
Lote barrio cerrado Palos Verdes 100,USD 179.000
"Av. Francia 800, Piso 9",USD 59.000
"San Lorenzo 900, Piso 7",USD 95.000
"Mendoza 100, Piso 1",USD 157.000
Chenaut 2000,USD 140.000
Republica De Chile 100,USD 135.000
Araoz 5500,USD 230.000
Italia 1800,USD 150.000
SAAVEDRA  1200,USD 57.000
SAN JUAN Y SANTIAGO - PISO 04,USD 95.000
Ugarteche al al 500,USD 125.000
Pasco  100 100,USD 190.000
Balcarce 100 bis 12-A,USD 318.668
Sarmiento al 2500,USD 275.000
Mendoza 3500,Consultar precio
Cordoba 1700,USD 93.000
Country Rosario Golf,USD 890.000
Avenida Segui 4900,USD 230.000
España al 2100,USD 34.000
"Necochea 2000, Piso 5",USD 42.000
Washington al 500,USD 425.000
Tucuman entre San José y Sarmiento,USD 245.000
"Santamaria, Mariano 2800",USD 79.000
RUTA NACIONAL  3 4500,USD 280.000
"HERNANDEZ, JOSE 4400",USD 70.000
Europa  500,USD 160.000
AVENIDA DE MAYO 600,USD 770.000
P Simbron 2500,USD 230.000
Guatemala 100,USD 130.000
Sargento Cabral 1500,Consultar precio
J. Newbery al 9000,Consultar precio
Dorrego 34,USD 175.000
1700 RN9,USD 250.000
Mocoretá 820 - Funes Town,USD 120.000
MITRE  2300,USD 295.000
Entre Rios al 2500,USD 145.000
Urquiza y Camilo Aldao,USD 75.000
Matienzo 1500,USD 98.000
Jose Hernandez 1600 - Lote 86,USD 76.000
Suipacha al 1300,USD 190.000
BUENOS AIRES 2300,Consultar precio
Av. Bernardo Houssay 6000,Consultar precio
Juan Manuel de Rosas al 1000,USD 93.000
Cordoba al 2200,USD 260.000
3 DE FEBRERO 900,USD 39.000
Jose Ingenieros 900,USD 69.000
Ecuador  al 800,USD 40.000
Tomas De La Torre Y Jose Hernandez,USD 90.000
"Pedro De Mendoza 1400, Piso 2",USD 27.900
García del Cossio 2100,USD 620.000
Lote Aldea Lago Barrio Privado 100,USD 500.000
Gral Juan M De Pueyrredon 1000,USD 80.000
"Urquiza  2900, Piso PB",USD 38.000
Juan Manuel de Rosas al 1500,USD 115.000
Mitre 200,USD 125.000
Federación y Santa Fe,USD 290.000
Viamonte 600,USD 59.000
Citta Lux - Tucuman 2126 - 3 A,USD 331.100
Citta Lux - Tucuman 2126 - 8 A Piso Exclusivo,USD 590.000
27 De Febrero Bis 100,USD 160.000
Juan Manuel de Rosas 5700,USD 165.000
9 de Julio 1366 | 2 Dormitorios (06-02),USD 139.103
MENDOZA AL 3000,USD 105.000
Av Buenos Aires 1500,USD 330.000
Las Heras 400,USD 240.000
Olivera 800,USD 370.000
Morelos 500,USD 50.000
"Cir. 4° Sec. 4° Mza. 12, casa 100",USD 130.000
"T Espora 100, Piso 10",USD 320.000
MARIANO SANTA MARIA 4400,USD 1.800.000
"Colon 200, Piso PB",USD 130.000
Country La Finca - Av. Arturo Illia 1596 'Lt 23,USD 125.000
Arturo Illia 200 bis - Vida 'Lt 211,USD 175.000
Bv. 27 de febrero  7600  - Av. Circunvalación,USD 600.000
La Guillermina - Jose Hernandez 1600 'Lt 103,USD 73.206
Barrio Tango - Av Calasanz 9100 'Mz7 Lt27,USD 25.500
Ugarteche 500 - Los Pasos 'Mz B - Lt 10,USD 115.000
Funes Lakes,USD 280.000
"9 De Julio 2100, Piso 2",USD 99.000
Las Heras  al 3100,USD 220.000
Lamadrid 600,USD 49.000
Dorrego y Córdoba,USD 300.000
Mendoza  al 1800,USD 49.000
Almafuerte 1500,USD 36.000
"MENDOZA  2800, Piso 4",USD 87.000
Cochabamba 1300,USD 117.000
"Mitre, Bartolome 200 2 100",USD 54.500
OMBU 3200,USD 650.000
Pedernera 800,USD 69.900
"Cabo Alberto Hugo Vacca 400, Piso 4",USD 69.500
Perito Moreno 3700,USD 130.000
"Carrasco  2500, Piso PB",USD 80.000
"ALTE BROWN 2800, Piso 2",USD 60.000
BERMUDEZ 3100,USD 330.000
casa 3 dormitorios en venta zona sur rosario,USD 155.000
Balcarce al 600,USD 45.000
Los Tizones  2200,USD 112.500
Santa Fe 3312 - Monoambiante,USD 51.000
Salta al 3200,USD 29.000
Urquiza al 2100,USD 50.000
Cerrito 700,Consultar precio
"MENDOZA  2800, Piso 3",USD 120.000
Cuzco 1300,USD 87.900
Jorge Newbery al 9100,USD 160.000
Santa Fe al 2600 (9A),USD 130.000
Funes Hills Cadaques Barrio Privado,USD 480.000
Avenida Caseros 100,USD 260.000
La Paz 4300,USD 70.000
Cochabamba 1500,USD 105.000
Primera Junta  1400,USD 135.000
Gral. Paunero 900,USD 120.000
Yerbal 100,USD 249.500
Pasaje Juan King 800,USD 115.000
Constituyentes 1000,USD 84.900
"Pintos , Piso 4",USD 85.000
Belén 600,USD 39.050
PASAJE ANCON 2800,USD 63.000
"Av. Gral. Paz 15200, Piso 2",USD 32.900
Constitución al 1500,USD 215.000
Urquiza 1950,USD 131.227
Colon  1900,USD 65.000
Departamento MSR Puerto Norte,USD 202.214
Departamento MSR Puerto Norte,USD 114.371
Juarez Celman al 600,USD 140.250
Toscano 400,USD 420.000
L. GUANELLA  100,USD 360.000
Dean  Funes 1500,Consultar precio
"Balcarce 1300, Piso PB",USD 72.000
Blanco Encalada 100,USD 85.000
Agüero 1000,Consultar precio
"Alsina 200, Piso PB",Consultar precio
Bermudez 2700,USD 97.000
San Martín 6700,Consultar precio
URQUIZA 300,USD 270.000
Miro 1700,USD 195.000
Figueroa Alcorta  2000,USD 120.000
Ricardo Gutierrez 6900,USD 40.000
Guemes  100,USD 79.500
Triunvirato 4200,USD 75.000
Caaguazu  1000,USD 95.000
Buenos Aires  1522 '00-04,USD 330.000
Colón y Zeballos,USD 465.000
Bv. Argentino 7642,USD 355.000
Av. Real 9191 - Rosario Golf Country Club '193,Consultar precio
Santiago  400,USD 430.000
Ayacucho y Circunvalacion,USD 95.000
Aquiles  400,USD 105.000
Venezuela  1200,USD 145.000
Ombú 900,USD 245.000
La Becasina 1000,USD 90.000
ALMIRANTE BROWN 2700,USD 450.000
"Belgrano 200, Piso 6",USD 185.000
Araoz  1000,USD 265.000
Cervantes 1800,USD 230.000
Alvarez 800,USD 180.000
Bolivar 1300,USD 120.000
Dr B Houssay 100,USD 160.000
J Barros Pazos 1900,USD 195.000
Caaguazu 2300,USD 348.000
"Gral Pintos 2700, Piso 13",USD 80.000
Sarratea 2900  100,USD 54.000
Ruta 34,USD 1.400.000
Alfredo Schilla 300 - Barrio Los Nogales - Lote 100,USD 21.000
Las Fincas de Ibarlucea - Lote N 100,USD 20.000
Don Mateo - Terreno,USD 80.000
San Martín  al 2800,USD 1.880.000
San Martin al 1300,USD 135.000
Pueyrredon 2900,USD 120.000
EXCELENTE 3 AMB. EDIFICIO 8,USD 85.000
"Arieta  2700, Piso 3",USD 105.000
Thames 4200,USD 240.000
Cnel J Pringles 1000,USD 480.000
Cnel Lezica,Consultar precio
Av Gaona 1800,USD 94.000
Balcarce  1300,USD 135.000
Av. San Martin 1800,USD 270.000
Necochea 4600,USD 169.000
La Chilca 1798,USD 140.000
"Urquiza 1100, Piso 1",USD 82.000
Dr. Eizaguirre 1900,USD 120.000
Peribebuy 300,USD 115.000
"Av. San Martin 3700, Piso 2",USD 89.000
"Cnel M Dorrego 200, Piso 4",USD 69.000
Manuel I Molina 2600,USD 110.000
Garrone y Eva Perón 100,USD 58.800
Pasco  al 1600,USD 33.500
"Oroño 600, Piso 4",USD 53.000
Catamarca 2429,USD 650.000
Juarez Celman bis y Muiño,USD 265.000
VENTA - Departamento en España al 1200,USD 145.000
"Zeballos 3500, Piso 4",USD 28.500
Godoy Cruz 400,USD 300.000
Jujuy e Italia,USD 44.000
Av Fuerza Aérea  al 3100,USD 630.000
Maipú al 500,USD 380.000
"Gdor D Crespo (A) 200, Piso 4",USD 45.000
DTO.4 AMB 100 M²   EDIF 7,USD 85.000
Dr. Eizaguirre 2200,USD 750.000
"Cordoba 600, Piso 4",Consultar precio
"Florencio Varela 2800, Piso P.B",USD 60.000
Alvear 500,USD 300.000
Cnel Dominguez 2100,USD 160.000
Escalada 100,USD 320.000
"RAMOS MEJIA  L N Alem 100, Piso 14",USD 45.000
San Nicolas y Pellegrini,Consultar precio
Campos de Ibarlucea,USD 53.000
Pasaje Santa Cruz 300,USD 180.000
Virasoro 2200,USD 130.000
"San Juan 500, Piso 9",USD 300.000
Cinco Lagos Lote 300 - Ibarlucea,$ 30.161.000
Cinco Lagos Lote 364 - Ibarlucea,$ 19.574.000
Wheelwright 1600,USD 115.000
Italia 1000,USD 115.000
Pueyrredón  100 Bis,USD 290.000
ARTURO ILLIA 200 VIDA LOTE 119,USD 490.000
Montevideo  al 3300,USD 245.000
Schilla 300,USD 21.000
Jujuy  900,USD 50.000
"Bolivar 1200, Piso pb",USD 150.000
Miro 2900,USD 225.000
"12 De Octubre 500, Piso pb",USD 100.000
Alsina 50,USD 60.000
Rosales al 100,USD 450.000
"Sarmiento 100, Piso 1",USD 165.000
Espora 40,USD 125.000
Castelli al 900,USD 250.000
Lord Kelvin  1900,USD 160.000
Casa a la venta Fisherton,USD 340.000
Virasoro 2800,USD 65.000
Dorrego 200,USD 100.000
Gobernador Vera 2000,USD 239.000
Mitre y San Juan,USD 55.000
Córdoba al 1400,USD 210.000
Mendoza 600,USD 140.000
Rosales al 100,USD 380.000
"Yerbal 200, Piso 1",USD 68.000
CORONEL DIAZ 200,USD 250.000
Cerrito  1000,USD 170.000
Evaristo Carriego 100,USD 210.000
El Caramcho  1000,USD 170.000
Cervantes 2800,USD 69.000
RincÒn  2600,USD 109.000
"Peru 2800, Piso 3",USD 165.000
El Copeton 100,USD 150.000
"Dr Ignacio Arieta 1900, Piso 1",USD 95.000
Labarden 1300,USD 110.000
"BARTOLOME MITRE 400, Piso 4",USD 385.000
"L N Alem 100, Piso 17",USD 42.000
CANNES - Bv. Rondeau y Mitre,USD 68.800
Jujuy  1300,USD 155.000
Catamarca al 1700,Consultar precio
"P Palacios 600, Piso PB",USD 80.000
Catamarca 1500,USD 59.000
Las Heras 100,USD 330.000
"Alvear 2900, Piso pb",USD 175.000
Caseros al 200,USD 180.000
Lucio V Mansilla 100,USD 65.000
"Franklin D Roosevelt 1500, Piso 8",USD 90.000
"Franklin D Roosevelt 1500, Piso 8",USD 75.000
Chacabuco 700,USD 250.000
La Mulita  600,USD 140.000
Gral. Rodriguez 700,USD 119.000
Fray J N Gonzalez 800,USD 160.000
"Castelli 100, Piso 6",USD 147.000
A De Elia 500,USD 190.000
Bolivar 400,USD 50.000
Py y margal 1700,USD 269.000
"CORONEL PEDRO TOSCANO 600, Piso PB",USD 65.000
El Vinal,USD 120.000
Colon 1900,USD 75.000
Saavedra al 400,USD 95.000
Avellaneda 2000,USD 69.000
San Sebastian Bº Privado Excelente  3 Dormitorios,USD 550.000
Ituzaingo  47,USD 69.900
La Paz al 1000,USD 69.000
Salvat 1300,USD 50.000
Rioja 1300,USD 60.000
Guemes 2700,Consultar precio
Congreso  400,USD 190.000
Azcuenaga 9000,USD 75.000
Vera Mujica y Montevideo. Facultades UCA. Av Pellegrini. Av Francia  Terreno Ideal contruccion,USD 99.000
Ferreyra  700,USD 200.000
España 0,USD 60.000
Paraguay al 1500 - 2 dormitorios,USD 137.000
San Jose 5700,USD 79.000
"Zeballos 100, Piso 1",USD 135.000
Rodriguez y la Tradicion,USD 95.000
Avenida San Martín 1100,USD 85.000
9 de Julio al 3200,USD 60.000
Chacabuco 1700,USD 33.000
9 de Julio 1400,USD 50.000
Tucumán 1445,USD 115.000
Av. Fuerza Aérea al 2300 - Funes Hills San Marino,USD 550.000
Av URIBURU 6800,USD 85
"Bv. Oroño 600, Piso 11",USD 390.000
Dorrego 1779  '1 C,USD 107.000
Cafferata 2200,USD 47.000
"Pueyrredón al 3500 Barrio Parque Casado, Rosario",USD 245.000
Miguel Cane N° al 2200,USD 90.000
Jose Gatti,USD 85.000
"Ruta 34S, Fincas del Rosedal",USD 110.000
Club de Campo La Rinconada 'Lt 26,USD 410.000
Club de Campo La Rinconada 'Lt 227,USD 315.000
Casa de 2 dormitorios - Fincas del Rosedal,USD 98.000
Maestra Almará 4500,USD 162.000
"Alfredo Schilla 300 - Ibarlucea - ""Los Nogales"" - 100",USD 79.000
San Martin  1000,USD 155.000
La Rinconada - Lote 06,USD 405.000
La Rinconada - Lote 26,USD 410.000
Camoati 2000,USD 215.000
Country La Rinconada,USD 349.000
J. C. Paz   900,USD 399.000
Barrio Cerrado Vida Lote 171,USD 460.000
San Sebastian 1600,USD 240.000
San Luis 3900,USD 169.000
jose marti 2800,USD 50.000
Avenida De Mayo 1200,USD 89.000
"Cramer 700, Piso 2",USD 150.000
Avenida Arijón Bis 100,Consultar precio
"Salta 400, Piso 1",USD 75.000
Country Rosario Golf,USD 785.000
URQUIZA 1274,USD 90.000
OPORTUNIDAD 4 AMB COCHERA,USD 59.000
Country Carlos Pellegrini FISHERTON,USD 885.000
Palos Verdes Barrio Cerrado,USD 390.000
Los Pasos del Jockey Club - Barrio 100,USD 110.000
parravicini 9000,USD 115.000
La Republica  al 8400,USD 210.000
Ugarteche al 500,USD 498.000
Ambrosetti al 200 bis (entre Av. Córdoba y Comenius),USD 289.900
Barrio Cerrado Vida Lote 12,USD 470.000
Alsina al 600,USD 95.000
"Malabia 3200, Piso 1",USD 95.000
Charlone 400,USD 149.000
"Suipacha 300, Piso 5",USD 55.000
AÑASCO 100,USD 150.000
"cramer  800, Piso 2",USD 42.900
SAN LORENZO 177,USD 140.000
"Alvear 300, Piso 4",USD 55.000
ESPORA AL 100,USD 79.000
Palos  200,USD 145.000
"LOPEZ, VICENTE 239",USD 109.100
triunvirato  2000,USD 95.000
buchardo 2500,USD 45.000
Espora 44,USD 165.000
ALFREDO SCHILLA /MINIELO 1000,USD 150.000
Provincias Unidas 1987,USD 75.000
"A012 Km 2,5",Consultar precio
Vera Mujica 729 | 1 DORMITORIO,USD 53.000
Rosales al 100,USD 380.000
Ruta A012 y Ruta Provincial 18 Pueblo Esther Alvear,USD 20.000
"San Lorenzo  100, Piso 6",USD 68.000
Laprida 300,USD 99.000
"Ortiz 1600, Piso 9",USD 54.900
Rosales 700,USD 190.000
Av. San Martin 1400,USD 58.000
Cacique Tupac Amaru 1900,USD 150.000
"General Paunero 1200, Piso 2",USD 60.000
Brandsen 3000,USD 60.000
Cervantes 2100 1 100,USD 50.000
"Lezica, Cnel 4000",USD 55.000
Álvarez Jonte e/ Güemes y Soler,USD 89.000
"Florio, Juan 700",USD 105.000
Pirovano 700,USD 110.000
"T Espora 300, Piso 11",USD 90.000
Venezuela 1500,USD 89.000
"Colon 500, Piso 1",USD 45.000
Ombu 200,USD 129.000
Avenida Caseros 200,USD 243.000
"ALTE BROWN 3500, Piso PB",USD 44.900
"Quintana 2300, Piso 2",USD 79.000
Berutti 300,USD 84.000
"Necochea 100, Piso 4",USD 238.000
Lavalle 100,USD 163.000
Ombu 500,USD 115.000
Quirno Costa 1000,USD 109.000
Talcahuano 400,Consultar precio
"AV. BOULOGNE SUR MER 800, Piso 1",USD 35.000
ALMAFUERTE 2000,USD 165.000
FLORENCIO VARELA 700,USD 165.000
Cerrito 900 100,USD 43.000
Suipacha 400 5,USD 55.000
Ombu 2800,USD 58.000
AlbariÑos  1700 1700,USD 175.000
General Mansilla 1000,USD 60.000
Rep De Chile 100,USD 79.000
"España 800, Piso 10",USD 50.900
Ricchieri 700,USD 59.900
"Rivera 900, Piso 1",USD 61.900
Balbastro 3900,USD 140.000
Merlo 1800,USD 95.000
Av. Francia y San Juan Edificio Amelie FUNDAR | 2 Dormitorios  (04-01),USD 125.000
Australia 2500,USD 80.000
Vera Mujica 372 | 1 Dormitorio (00-02),USD 34.900
Corrientes  al 700,USD 45.000
Pasaje Santa Cruz 300,USD 98.000
Catamarca al 2700,USD 21.000
Psje. Cajaraville 55,USD 430.000
Juan Manuel de Rosas al 1200,USD 44.000
Pueblo Esther - Financiados En Pesos,$ 14.256.000
Los Aromos al 1500,USD 154.000
"Rodriguez  1500, Piso 00",USD 47.000
Sarmiento al 2400,USD 40.000
Cochabamba al 800,USD 35.000
Alsina 900 100,USD 65.000
Ituzaingó  200,USD 51.000
Ocampo 2600,USD 58.900
"Venezuela 2900, Piso PB",USD 69.000
Rosales 300,USD 110.000
Rivera Indarte 2700,USD 130.000
"Ruta Pcial 21 Km 12, Gral. Lagos, Santa Fe",USD 150.000
CORDOBA 2709 P10 D04,USD 75.000
Av. Arturo Illia Bis   100,USD 185.000
Tucumán   100,USD 50.000
Constitucion 853 02° 01,USD 42.000
Pellegrini al 3700,USD 249.500
Pje Camoati  1400 1400,USD 83.000
Medrano 2500,USD 18.000
"Balcarce 100, Piso 01",USD 90.000
Cochabamba 1256,USD 40.000
16 de Enero 8900,USD 270.000
CATAMARCA al 1200 | Funes Garita 10 | 2 DORMITORIOS,USD 119.000
GUEMES al 2000,USD 180.000
El Payador y Av Bernardo Houssay,USD 69.000
Cotagaita 2300,USD 90.000
Avellaneda al 900,USD 195.000
Maestra Lascano 100,USD 125.000
"Alvear 4400, Piso PB",USD 38.000
Beruti 300,USD 190.000
"Santamaria, Mariano 2800 2",USD 52.000
Gral Villegas 1000,USD 69.000
"CURUPAYTI  1500, Piso PB",USD 58.500
Entre Rios 2800,USD 62.000
"Florencio Varela 2600, Piso 3",USD 45.900
Moreno  al 2200 4° D,USD 42.000
Córdoba al 600,USD 450.000
Bv. Rondeau al 1100,Consultar precio
Cordoba 900  5º Piso  Dpto 07 + Cochera 42,USD 42.000
Biedma al 400 - Venta - Casa interna.,USD 75.000
AV. ARTURO ILLIA al 1500,USD 145.000
Moreno al 200,USD 57.900
Moreno al 200,USD 87.821
Miraflores Funes Hills,USD 350.000
VENTA departamento en Iriondo al 600,USD 65.000
Montevideo  al 100 - 3 dormitorios - Frente,Consultar precio
"AV. VELEZ SARSFIELD 100, Piso 2",USD 125.000
Balboa 5400,USD 90.000
Felipe more  al 1200 - Casa de dos plantas,USD 160.000
Bolivar 500,USD 55.000
12 De Octubre 100,USD 65.000
Av. Pedro Palacios 700,USD 95.000
Espora 400 100,USD 61.000
Cramer 800 100,USD 105.000
"Marcon, MonseÑor Ex Pichincha 400",USD 85.000
Necochea 2100,USD 170.000
Moreno al 2900,USD 54.000
Entre Rios  al 700,USD 79.900
Rioja al 2500,USD 22.000
corrientes al 1800,USD 45.000
Barrio Privado Aguadas,USD 510.000
Rio de Janeiro al 1100,USD 88.000
Salta al 3500 - Monoambiente al frente,USD 54.000
Jujuy  al 1600 - Departamento de dos dormitorios,Consultar precio
Córdoba 1400,Consultar precio
Rondeau   1800 10°,USD 234.000
1 de Mayo al 800,USD 298.000
Juárez Celman Bis 1200,USD 230.000
"Cochabamba Bis 100, Piso 2",USD 35.000
Catamarca 1500,USD 220.000
"Ocampo 1400, Piso 10",USD 105.000
"JUAN MANUEL DE ROSAS  1100, Piso 10",Consultar precio
"Ardoino 400, Piso 2",USD 140.000
Laprida al 1900,USD 270.000
Jujuy 1900,USD 249.000
San Juan 500,Consultar precio
Olimpo 1900,USD 100.000
Mitre 1532,USD 330.165
Amenabar al 600,USD 29.000
Buenos Aires (A) 2000,USD 30.000
Santa Fe 1400,Consultar precio
Sarmiento 200,USD 300.000
Zona  Ypf,Consultar precio
Cerrito 100,USD 46.000
Ocampo 1900,USD 114.500
Mariano Perdriel 400,USD 165.000
VENTA departamento en calle 3 De Febrero al 3600,USD 59.000
VENTA- Departamento en Mendoza  al 2200,USD 180.000
Santa Fe  al 2600 - Departamento de pasillo,USD 85.000
Garibaldi 2600,USD 115.000
Australia  2400,USD 120.000
General Ocampo 1800,USD 75.000
Medrano 100,USD 49.000
"Balcarce 100, Piso 4",USD 147.250
"Ruta 9, garita 6 Terreno comercial Casa 2 dormitorios",USD 415.000
Santiago al 100,USD 65.000
"Corrientes al 1900. Barrio Abasto, Rosario.",USD 580.000
VENTA-Departamento dos dormitorios con patio en Brown 2116  01,USD 85.000
Rodríguez 0,USD 81.900
Catamarca al 2000,USD 169.000
San Luis  al 2800 - Departamento en planta baja,USD 55.000
Jujuy al 2100 - Piso exclusivo,USD 290.000
VENTA- Departamento en Av. Pellegrini  al 1400,USD 90.000
Dorrego  al 1700,USD 47.000
Crespo al 1000,USD 115.000
Santiago al 1200,USD 209.000
San Juan  al 3800,USD 98.000
Mendoza  2200 9°,USD 252.694
R Colombana 300,USD 105.000
Espora 100,USD 115.000
AVENIDA SAN MARTIN 4200,USD 6.500.000
Alte G Brown 1400,USD 89.000
Necochea 100,USD 105.000
3 AMB. c/COCHERA  EDIFICIO 70,Consultar precio
"Italia 200, Piso 3",USD 60.000
Avenida de la,USD 190.000
"Urquiza 2700, Piso 6",USD 53.000
Rodriguez 64 bis,USD 81.900
Paraguay  1000,USD 77.000
VENTA- Departamento 3 de febrero 1073 08-03,USD 55.000
Moreno 400,USD 140.000
9 de Julio 1366,USD 159.430
Córdoba y Vera Mújica,USD 109.000
Catamarca  al 1200,USD 69.000
RICCHIERI  100,USD 56.000
Primera Junta  1200,USD 60.000
Cnel Lezica 1100,USD 270.000
Bolivar 400,USD 19.500
Triunvirato 1200,USD 32.000
Pasco,USD 95.000
"Alvarez Jonte 100, Piso 1",USD 89.000
"Alvarez Jonte 100, Piso 2",USD 84.000
Corrientes 200,USD 100.000
"Alvarez Jonte 100, Piso 1",USD 83.000
"Belgrano 900, Piso 1",USD 70.000
AV PEDRO PALACIOS  700,Consultar precio
Miranda  3400,USD 130.000
"BELGRANO  900, Piso 1",USD 70.000
Lezica 1000,USD 294.000
"Alvarado 600, Piso 1",USD 135.000
French al 900,USD 60.000
Maipú y Mendoza,USD 135.000
El Mangrullo al 2400,USD 130.000
Rioja 500,USD 190.000
Paraguay al 2300,USD 170.000
Montevideo 1000,USD 56.605
Consultar dirección,USD 214.800
Entre Ríos 400,USD 70.000
"Camacua 2700, Piso UF6",USD 45.000
"Camacua 2700, Piso UF9",USD 45.000
"Camacua 2700, Piso UF1",USD 58.000
"Camacua 2700, Piso UF3",USD 45.000
República de Chile 2000,USD 85.000
Carrasco 1200,USD 115.000
Manuel Artigas 700,USD 48.000
"PALACIOS, PEDRO B. 1100",USD 290.000
Manuel Artigas 700,USD 48.000
JOSE MARTI 2800,USD 60.000
El Macuco 600,USD 85.000
Cerrito 2800,USD 28.500
Gral M Rodriguez 600,USD 160.000
La Paz al 1800,USD 45.000
Alem   2300,USD 36.700
Suipacha al 800,USD 39.000
Santa fe  al 2200,USD 47.399
"Monseñor Marcon 2300, Piso 1",USD 95.000
DONOVAN 1200,USD 210.000
"Talcahuano 100, Piso 2",USD 56.900
"Av. Vélez Sarsfield 100, Piso PB",USD 47.900
Avenida Mariano Santamaría 1400,USD 90.000
OLAVARRIA 1300,USD 230.000
Jujuy 2300,USD 45.000
"Barrio Autopista Torre 3 , Piso 7",USD 67.000
CAUPOLICAN 300,USD 650.000
AV. SAN MARTIN 5900,USD 65.000
Catriel 4200,USD 95.000
Gral Ocampo 3200,USD 90.000
"PASTOR LACASA 200, Piso 2",USD 150.000
Barrio Autopista Torre 4,USD 87.000
Larrea  1300,USD 120.000
Los Alamos,USD 358.000
"Donovan 1200, Piso 3",Consultar precio
"Tucuman 1000, Piso 9",USD 129.900
Urquiza 2800,USD 85.000
Consejal pedro Gomez  2200,USD 30.000
"Camacua 2000, Piso 1",USD 80.000
La Brasita 1000,USD 225.000
"Alvarez Jonte 200, Piso 3",USD 180.000
"Belgrano 200, Piso 1",USD 70.000
Jujuy 5300,USD 99.000
Avenida Rivadavia 13300,USD 470.000
"Tuyutí 1000, Piso 1",USD 55.900
Labardén 2500,USD 40.000
Avenida Illía 2400,USD 48.000
"COLON  100, Piso 6",USD 45.000
Avenida General San Martin  7000,USD 245.000
Rio Negro 300,USD 75.000
"Mariquita Thompson  700, Piso 2",USD 60.500
"Pasteur, Luis 2300 1 100",USD 46.000
Zeballos al 700,USD 65.000
Entre Rios 2500,USD 249.000
"Caupolican 3900, Piso PB",USD 105.000
"Ortiz 1700, Piso 8",USD 80.000
Pujol 2500,USD 68.000
LUIS VERNET 5600,USD 120.000
Av. Gral. Juan M. de Rosas  al 21200,USD 4.715.000
Fournier 3200,USD 85.000
F Llavallol 900,USD 93.000
"Callao 2000, Piso 2",USD 71.900
Cristiania 2300,USD 120.000
Simbron 3100,USD 115.000
Vuelta De Rocha 6800,USD 55.000
MADRID  3300,USD 115.000
"Berón de Astrada  800, Piso 1",USD 105.000
"B GRAL. PAZ EDIFICIO 7 , Piso 4",USD 85.000
Lujan  500,USD 88.000
Figueroa Alcorta  2000,USD 135.000
"Salta 400, Piso 1",USD 76.000
F Varela 2300,USD 67.000
MURGUIONDO 2800,Consultar precio
M Zamudio 6100,USD 80.000
Zarate 6400,USD 160.000
Richieri al 700,USD 65.000
Sarmiento 900,Consultar precio
