title,price
Peatonal San Martin e/ Corrientes y Santa Fe,USD 110.000
Chile e/ 11 de Septiembre y 3 de Febrero,USD 65.000
Soldado Oscar Diarte y Ricardo Mario Gurriere Soldado,USD 40.000
San Juan 800,USD 39.500
Magallanes 5600,USD 89.900
Gascón 2300,USD 155.000
Brown 1600,USD 55.900
Brown 1800,USD 128.900
Colón 2300,USD 72.900
Matheu 3100,USD 94.000
Moreno 3100,USD 135.000
Bolivar 2300,USD 128.900
Jose Hernandez 1900,USD 22.000
Hipolito Yrigoyen 3700,USD 65.000
Della Paolera 1600,USD 95.000
Gascón 1600,USD 65.000
Bolivar 2300,USD 46.900
"Sarmiento 2300, Piso 6",USD 55.000
25 De Mayo,USD 75.000
Tucuman 2700,USD 62.000
Moreno  2200,USD 63.900
Aristobulo Del Valle 2800,USD 220.000
6 e/ 455 y 457,USD 125.000
Moreno 2400,USD 80.000
Avenida Colon  e/ San Luis y Mitre,USD 62.000
De la Maza e/ Isla Cerdeña y Ciudad de Oneglia,USD 88.900
AV COLON 2300,USD 51.900
16 e/ 455 y 457,USD 23.000
El Mirador y La Quebrada,USD 80.000
Tucuman 2200,USD 45.000
Rafael Del Riego 2700,USD 45.000
españa al 500,USD 185.000
CORRIENTES 2100,USD 59.900
AV COLON 800,USD 450.000
Av. Independencia 700,USD 16.900
Ricardo,USD 45.000
Bolivar 2300,USD 46.900
Mario Bravo 2900,USD 135.000
Pampa 100,USD 69.900
Mariano Acosta 1900,USD 64.900
Brown 4100,USD 68.000
"Entre Rios 1800, Piso 1",USD 82.900
Las Heras 2300,USD 55.000
Corrientes 1900,USD 73.900
Independencia 600,USD 137.000
Independencia 1200,USD 105.000
491 1300,USD 42.000
AV COLON 800,USD 595.000
BALCARCE 3100,USD 190.000
Av Juan B Justo 4700,USD 400.000
"Rawson 2000, Piso 1",USD 52.900
Alem 2900,USD 139.900
BV MARITIMO PATRICIO PERAL RAM 400,USD 209.000
300  400 400,USD 357.000
D French 3600,USD 191.250
BALCARCE 3100,USD 109.900
Cnel Olavarria 2200,USD 63.000
Cnel Olavarria 2200,USD 43.000
AVELLANEDA 1900,USD 170.000
D French 3600,USD 102.000
PAUNERO 2100,USD 250.000
11 De Septiembre 3300,USD 300.000
LA RIOJA 1600,USD 40.900
Talcahuano 700 700,USD 230.000
GASCON 100,USD 270.000
GARAY 100,USD 330.000
san martin 2300,USD 37.900
rodriguez peña 3000,USD 51.900
BUENOS AIRES 2000,USD 168.000
BV MARITIMO PATRICIO PERAL RAM 4800,USD 370.000
AV COLON 900,USD 253.000
cordoba 1400,USD 118.900
AV COLON 2300,USD 92.900
PAUNERO 2100,USD 560.000
AV. PATRICIO PERALTA RAMOS 3600,USD 330.000
ALBERTI 100,USD 800.000
BOLIVAR 2300,USD 45.900
TUCUMAN 2400,USD 69.900
Entre Rios  2200,USD 11.500
GARAY 100,USD 1.111.111
Av. Independencia  600,USD 65.000
AV.INDEPENDENCIA 4300,USD 80.000
La Rioja  al 1300,USD 109.000
Aristobulo del valle 3000,USD 248.000
"ALVEAR, MARCELO T. DE 100",USD 68.000
FALUCHO 100,USD 279.000
"20 De Septiembre 2400, Piso 12",USD 87.000
Ituzaingó e/ Trinidad Tobago y Angelelli,USD 500.000
Rodriguez Peña 1600,USD 155.900
Alvarado  e/ Francia y Don Bosco,USD 64.500
Padre Cardiel y Canadá,USD 55.000
Rivadavia e/ Corrientes y Santa Fe,USD 62.000
Paso 2100,USD 229.900
515,USD 20.000
491,USD 45.000
"LAS HERAS, 2500",USD 119.900
ALMAFUERTE 3300,USD 139.800
MORENO 2100,USD 119.900
BROWN 1800,USD 79.900
ARISTOBULO DEL VALE 3500,USD 240.000
ARISTOBULO DEL VALE 3500,USD 190.000
bolivar 3000,USD 39.500
san martin 2400,USD 39.900
calle 30,USD 240.000
GASCON 2300,USD 155.000
RODRIGUEZ PEÑA 1600,USD 159.900
ALBERTI 1600,USD 112.000
MITRE 1400,USD 45.000
AV COLON 800,USD 380.000
PAUNERO 2100,USD 400.000
11 DE SEPTIEMBRE 2900,USD 95.000
MAIPU 3100,USD 250.000
CASTELLI 1500,USD 200.000
"Av. Jara  200, Piso 1",USD 160.000
Sarmiento  4600,USD 65.000
CORRIENTES 1600,USD 139.000
Santa Fe 2000,USD 138.900
M Pedraza 1400,USD 350.000
MORENO 2500,USD 67.500
9 de julio 2800,USD 135.000
AV COLON 1500,USD 39.900
Aristobulo Del Valle 3400,USD 420.000
"Brown 1800, Piso 6",USD 73.900
LA RIOJA 3300,USD 145.000
11 DE SEPTIEMBRE 2800,USD 74.900
H. YRIGOYEN 1300,USD 125.000
ARMENIA 1700,USD 53.900
OLAZABAL 2800,USD 85.900
SAN LUIS 1700,USD 71.900
Vieytes 2100,USD 125.000
AV. LIBERTAD 3000,USD 86.900
Rodriguez Peña 6600 6600,USD 59.900
LAS HERAS 2800,USD 138.900
Gamal Abdel Nasser 1400 1400,USD 62.500
LAPRIDA 1600,USD 300.000
Entre Rios 2200 2200,USD 85.000
11 DE SEPTIEMBRE 3000,USD 110.000
SALTA 1900,USD 125.000
Rivadavia  4300,USD 63.000
Storni 6100,USD 280.000
11 de Septiembre 3100,USD 63.900
Corrientes  1527  1500,USD 60.000
Felix 100,USD 55.000
"Boulevard Maritimo Patricio Peralta Ramos 1100, Piso 2",USD 330.000
Nicolas Rodriguez Peña 1600,USD 500.000
Moreno 2400,USD 68.900
"Brown 1800, Piso 5",USD 128.900
"Bolivar 2100, Piso 2",USD 89.000
BOLIVAR 2900,USD 94.900
CORRIENTES 2100,USD 59.900
Santa Fe 3100,USD 230.000
"Chile 2200, Piso 1",USD 55.000
"Chile  2200, Piso 1",USD 38.000
Av. Independencia 4100,USD 700.000
CASTELLI 1500,USD 125.000
Mariani 5900,USD 90.000
R Alvarado 1800,USD 140.000
Cnel Olavarria 2300,USD 39.500
Calle Cortez Hernan,USD 45.000
ARISTOBULO DEL VALE 3400,USD 235.000
CHUBUT 100,USD 310.000
Rodriguez Peña 1700 1700,USD 350.000
AV.INDEPENDENCIA 1100,USD 180.000
Misiones 4300 4300,USD 276.000
Hugo 100,USD 180.000
03 DE FEBRERO 2400,USD 359.000
Ruta 2  300,USD 160.000
ALBERTI 200,USD 63.000
Alte G Brown 2600,USD 189.000
Bolivar  3100 3100,USD 105.000
Balcarce 10000,USD 43.900
9 de Julio y Bahía Blanca,USD 55.000
MATHEU 3100,USD 94.000
maipú 3300,USD 79.900
LA RIOJA 1500,USD 254.900
GARAY 100,USD 1.100.000
CATAMARCA 3400,USD 75.000
Catamarca 900,USD 420.000
Las Margaritas 2000,USD 280.000
av libertad 3200,USD 69.500
La Rioja 1300,USD 108.900
"20 De Septiembre   1200 1°  1200, Piso 1",USD 50.000
"Castelli   6400 - 6400, Piso -",USD 90.000
"Falucho  1900 2°  1900, Piso 2",USD 70.000
Entre Rios  1700 1700,USD 300.000
"Falucho  1900 9°  1900, Piso 9",USD 115.000
STROBEL 3500,USD 125.000
"Falucho  1900 1°  1900, Piso 1",USD 75.000
"9 De Julio   5700 9°  5700, Piso 9",USD 80.000
Jorge Newbery 3600,USD 190.000
"3 De Febrero 3800, Piso 1",USD 66.500
"Chile  2200, Piso 1",USD 32.000
Arenales  2800,USD 225.000
almafuerte 100,USD 150.000
la rioja 1200,USD 74.900
LA RIOJA 1200,USD 160.000
"ALMAFUERTE, AVDA. 100",USD 370.000
Avenida Luro 2200,USD 48.000
MATHEU 100,USD 220.000
TUCUMAN 2200,USD 119.900
bolivar 2300,USD 35.000
STROBEL 3500,USD 220.000
SARMIENTO 3200,USD 270.000
BALCARCE 3000,USD 230.000
Gascón al 2300,USD 155.000
CATAMARCA 1200,USD 85.000
BALCARCE 3100,USD 190.000
"DEL LIBERTADOR, AVDA. 3000",USD 49.900
la rioja 1100,USD 90.000
AV COLON 2600,USD 46.900
garay 100,USD 1.111.000
Gascon 500,USD 179.000
11 DE SEPTIEMBRE 2900,USD 94.900
Avenida Juan José Paso e/ Dean Funes y Tomas Guido,USD 34.000
Hipólito Irigoyen y Balcarce,USD 370.000
8 y 441,USD 14.500
15 e/ 6 y 4,USD 280.000
SANTIAGO DE ESTERO 2300,USD 59.900
españa 600,USD 189.000
SALTA 1800,USD 96.500
JULIO ARGENTINO ROCA 1700,USD 169.900
AV PEDRO LURO 3000,USD 35.900
MORENO 2400,USD 48.000
11 de Septiembre 2900,USD 41.900
11 DE SEPTIEMBRE 3000,USD 93.000
arenales 2200,USD 46.000
STROBEL 3500,USD 82.000
STROBEL 3500,USD 255.000
BOULEVARD MARITIMO 4600,USD 350.000
25 de mayo 3000,USD 187.000
HIPOLITO YRIGOYEN 1200,USD 120.000
CORDOBA 2000,USD 65.900
Juana Manso e/ 12 de Octubre y Magallanes,USD 75.000
Avenida Colón e/ Arenales y Lamadrid,USD 37.500
RIVADAVIA 2200,USD 72.900
Guanahani e/ Cerreti y Gonzalez Guerrico,USD 65.000
Rafael Del Riego e/ Azopardo y Bouchard,USD 50.000
Peatonal San Martin e/ Córdoba y San Luis,USD 20.000
Cabo corriente e/ 4 y 6,USD 35.000
Santiago Del Estero e/ Peatonal San Martín y Rivadavia,USD 67.000
Avenida Della Paolera y Marie Curie,USD 80.000
Williams Morris e/ Gonzales Guerrico e Intendente Rufino Inda,USD 32.000
Toscana e/ Guillermo Magrassi y Coronel de Marina David Jewett,USD 30.000
Gerónimo Costa e/ Balcarce y 11 de Septiembre,USD 98.000
Avenida Juan Hector Jara e/ Rawson y Garay,USD 27.000
Entre Ríos e/ Moreno y Belgrano,USD 87.000
Vigia e/ Fitz Roy y Murallon,USD 16.500
505 e/ 16 y 18,USD 69.000
Strobel y Lorenzini,USD 44.000
Castro Barros e/ Calabria y Gutemberg,USD 45.000
Calabria e/ Vernet y Avenida Cervantes Saavedra,USD 146.500
Avenida Independencia y Bolívar,USD 94.900
Púan y Acha,USD 139.000
Saavedra e/ Aristóbulo del Valle y Avenida Peralta Ramos,USD 196.000
Coliqueo e/ Los Ranqueles y Diagonal María Gertrudis,USD 120.000
San Salvador e/ Esteban Echeverria y Los Platanos,USD 41.000
Puan e/ Acha y Bermejo,USD 270.000
Bélgica e/ Juan Ángel Peña y Florisbelo Acosta,USD 135.000
Corrientes e/ Rawson y Garay,USD 100.000
Corrientes e/ Rawson y Garay,USD 100.000
Isla de los Estados e/ 11 y 13,USD 60.000
Vucetich y Sicilia,USD 106.000
Salta e/ Avenida Libertad y Maipú,USD 40.000
Avenida Fortunato De La Plaza e/ Avenida de los Trabajadores y General Pacheco,USD 80.000
Mitre e/ Iriarte y Piran,USD 19.500
23 e/ 16 y 22,USD 12.000
Neuquén e/ Quintana y Matheu,USD 140.000
9 De Julio e/ México y Perú,USD 45.000
Barrio Privado Rumenco,USD 215.000
Isla Cerdeña y De la Mazza,USD 90.000
Benito Linch y Antonio Saenz,USD 55.000
Los Lules e/ Mangore y Bigua,USD 41.000
Carrillo e/ 25 de Mayo y Avenida Pedro Luro,USD 180.000
Estado de Israel e/ 9 de Julio y 25 de Mayo,USD 150.000
Avenida Colon y Lamadrid,USD 140.000
French e/ 20 de Septiembre y España,USD 170.000
Leandro e/ Analía y Daniela,USD 290.000
Avenida Constitución y Souessia,USD 100.000
489  y 24,USD 17.500
Arbolito e/ Sáenz Peña y Alcorta,USD 37.500
Falucho e/ La Rioja e Hipólito Yrigoyen,USD 100.000
Lamadrid y Almirante Brown,USD 90.000
Avenida Colon y Tucumán,USD 130.000
Saavedra  e/ Dorrego y 14 de Julio,USD 79.000
9 De Julio e/ Perú y Tierra del Fuego,USD 9.000
Santiago Del Estero e/ Bolivar y Avenida Colon,USD 85.000
España e/ Balcarce y Libertad,USD 215.000
Bolívar e/ Entre Ríos y Corriente,USD 70.000
Almirante Brown e/ La Rioja e Hipólito Yrigoyen,USD 270.000
Sánchez De Bustamante e/ Lituania y Fernando Bonet,USD 85.000
Developer Park - BIO,USD 62.500
Catamarca y Balcarce,USD 137.000
Bolívar e/ Corrientes y Santa Fe,USD 75.000
35 e/ 12 y 6,USD 14.000
R Alvarado 2000,USD 131.500
Ituzaingó y Tomas Guido,USD 120.000
Avenida Colón e/ Alvear y Viamonte,USD 156.000
Colon y Santa Fe,USD 54.900
7 e/ 6 y 12,USD 60.000
487 e/ 14 y 16,USD 110.000
Gerónimo Rejón e/ Manuela Pedraza y Pasteur,USD 170.000
Quintana e/ Catamarca y La Rioja,USD 245.000
Aristóbulo Del Valle e/ Rodríguez Peña y Primera Junta,USD 285.000
Catamarca e/ San Martín y Rivadavia,USD 55.000
Barrio Arenas del Sur,USD 290.000
Avenida Colón e/ Buenos Aires y Entre Ríos,USD 70.000
David Ortega e/ Garay y Castelli,USD 50.000
Tapia e/ Costa Azul y Calabrese Eneas,USD 35.000
Río Negro y 1 de Mayo,USD 240.000
Tapia e/ Costa Azul y Calabrese Eneas,USD 35.000
San Juan e/ 11 de Septiembre y Balcarce,USD 75.000
Lisandro de la Torre y Ayolas,USD 89.000
Matheu e/ Neuquén y Don Bosco,USD 55.000
Matheu e/ Neuquén y Don Bosco,USD 55.000
Av Luro e/ Av Independencia y Catamarca,USD 42.000
La Pampa e/ Garay y Castelli,USD 35.000
Cerrito y Guanahani,USD 40.000
Deán Funes e/ 25 de Mayo y Avenida Pedro Luro,USD 94.000
Alsina e/ Falucho y Gascón,USD 79.000
Pacheco De Melo e/ Isla Cerdeña y Navarra,USD 84.000
Concepción Arenal e/ Montes Carballo y Torres de Vega y Aragon,USD 148.000
Santa Fe e/ Alvarado y Avellaneda,USD 79.000
El Hornero y Santa Inés,USD 20.000
Avenida Jacinto Peralta Ramos e/ Irala y Ortiz de Zarate,USD 80.000
Cabo Corrientes e/ 30 y 32,USD 11.000
Jacinto Peralta Ramos y Yemehuech,USD 35.004
Yemehuech y Jacinto Peralta Ramos,USD 45.000
Yemehuech y Jacinto Peralta Ramos,USD 45.001
Jacinto Peralta Ramos y Yemehuech,USD 35.003
Yemehuech y Jacinto Peralta Ramos,USD 45.002
Jacinto Peralta Ramos y Yemehuech,USD 35.002
Jacinto Peralta Ramos y Yemehuech,USD 35.000
Jacinto Peralta Ramos y Yemehuech,USD 35.001
BELGRANO 2900,USD 350.000
Alberti e/ Las Heras y Sarmiento,USD 65.000
Las Heras e/ Alberti y Gascón,USD 46.000
Arenales e/ Falucho y Gascón,USD 68.000
Esquiú e/ Aguirre y Estrada,USD 90.000
Almirante Brown e/ Bolivar y Avenida Colon,USD 46.000
Mangoré e/ Los Caroyas y Los Calchaquíes,USD 95.000
Córdoba y Luro,USD 58.000
Miguel de Unamuno y Cataluña,USD 90.000
Castelli e/ Sarmiento y Alsina,USD 80.000
Tucumán e/ Gascón y Falucho,USD 82.500
Toscana e/ Serrano y Santa María de Oro,USD 75.000
Güemes e/ Alberti y Gascón,USD 65.000
Teodoro Bronzini e/ Avellanada  y Alvarado,USD 19.000
Falucho y Aristóbulo Del Valle,USD 110.000
Cabrera Angel e/ Los Quebrachos y Los Cerezos,USD 15.000
Castelli y Juncal,USD 45.000
Chacabuco e/ Malvinas y Juncal,USD 65.000
Arenales y Avenida Colón,USD 145.000
Trinidad y Tobago e/ Rio Negro y Tomás Falkner,USD 40.000
Ángel Roffo y Cataluña,USD 299.000
San Martín e/ La Rioja y Catamarca,USD 21.900
Misiones e\ Roca y Peña,USD 48.000
Rawson e/ Tucumán y Arenales,USD 32.000
Puán e/ Gonzales Guerrico y Cerreti,USD 38.000
La Pampa e/ Almirante Brown y Avenida Colón,USD 155.000
Gamal Abdel Nasser y Necochea,USD 21.000
Arenales y  Almirante Brown,USD 83.000
Diagonal Pueyrredón e/ Bolívar y Moreno,USD 47.000
475 e/ 18 de Febrero y 66,USD 285.000
Dean Funes  e/ Santa Cruz y Rio Negro,USD 42.000
Salta e/ Ituzaingó y Necochea,USD 65.000
José Mármol  e/ Strobel y Tomas Falkner,USD 279.000
Chile  e/ San Martín y Rivadavia,USD 38.000
Antonio Valentini  e/ Benito Lynch y García Lorca,USD 40.000
Olegario Andrade e/ Lopéz de Gomara y Valencia,USD 200.000
Manuel Belgrano 2100,USD 412.000
"Don Bosco 2900, Piso PB",USD 40.900
balcarce 3100,USD 195.000
Cordoba 2100,USD 52.000
Rivadavia al 2700,USD 55.900
ARISTOBULO DEL VALE 2700,USD 273.000
falucho 1900,USD 59.000
"Corrientes  1800 7°  1800, Piso 7",USD 37.000
jujuy 900,USD 56.900
"Santiago Del Estero 2000, Piso 7",USD 49.000
J M Serrano  3200 3200,USD 50.000
Independencia 1000,USD 140.000
"Gral Juan Arenales 2200, Piso 3",USD 38.000
Av Colon 2900,USD 85.000
Gral Tomas Guido 2200,USD 450.000
Roca 2500,USD 89.500
Alvarado  100,Consultar precio
Castelli 1900,USD 145.000
3 de febrero 5300,USD 53.000
El Chingolo 100,USD 110.000
"Calle 22,  100",USD 12.000
"Las Heras 2300, Piso 6",USD 31.990
Gral Juan Jose Viamonte 2100,USD 240.000
"Av Libertad 4700, Piso 1",USD 68.000
Gral Juan Jose Viamonte 2100,USD 387.000
Buenos Aires 2000,USD 89.000
Peña,USD 164.900
Santa Fe 2100,USD 79.500
Dr Jose Ingenieros 1600,USD 550.000
Av C Colon 2200,USD 110.000
Gaboto  5600,USD 60.000
Bolivar  al 3259,USD 72.000
Av Fortunato De La Plaza 1800,USD 217.000
Entre Rios  1600,USD 39.000
"Gascon 1900, Piso 4",USD 53.000
Strobel  5900,USD 100.000
Jorge Newbery 5005,USD 500.000
CASEROS 4800,USD 84.900
Falucho  1700,USD 45.000
Rivadavia 4100,USD 250.000
Avenida Luro 3000,USD 20.000
MITRE 1400,USD 87.900
"Av Colón  1800, Piso 3",USD 119.900
Chacabuco 5700,USD 79.000
Gral O Higgins 900,USD 5.000.000
Diagonal Gran Almirante 600,USD 64.900
Gral Simon Bolivar 1000,USD 200.000
"Av. Mario Bravo  1200, Piso 3",USD 49.000
Simon Bolivar 3371 3300,USD 84.600
"Av P Luro 2200, Piso 17",USD 53.000
453 400,USD 20.000
Dr M Belgrano 6600,USD 159.000
Plus Ultra 1300,USD 260.000
Coronel Suárez 300,USD 72.000
"Alte G Brown 2600, Piso 8",USD 280.000
Jorge Newbery 5000,USD 290.000
J De Garay 3100,USD 75.000
Jorge Newbery 5000,USD 220.000
Peralta Ramos,USD 4.000.000
Av Independencia 2800,USD 55.000
9 de Julio 3300,USD 150.000
Chacabuco 4000,USD 110.000
AV COLON 1400,USD 53.900
Victoriano Montes Y Castelli,USD 160.000
Rejon  6300 6300,USD 47.500
Unamuno  1200 1200,USD 99.000
Gascon 1300,USD 950.000
rivadavia 3100,USD 71.900
"Moreno  2400, Piso 7",USD 63.000
Avenida Colon  2988 2900,USD 64.900
Jorge Newbery  4500,USD 120.000
Newbery 100,USD 400.000
"San Luis 1700, Piso 18",USD 75.000
Borges al 4000 entre Bernardo de Irigoyen y Echeverria,USD 220.000
Cazadores de Coquimbo al 3200 entre Borges y Ramón Castro,USD 129.000
Estados Unidos 800,USD 110.000
Felix de Amador al 3600,USD 269.000
Monasterio  1700,USD 245.000
Chacabuco  3000,USD 265.000
Dr. Eduardo Madero al 1200,USD 1.480.000
Italia  al 4400,USD 122.000
Intendente Jacinto Pineda 100,USD 215.000
"Bermudez 2000, Piso pb",USD 185.000
Las Heras 3000,USD 125.000
Valle Grande al 700,USD 190.000
"Jujuy  1900, Piso 3",USD 30.000
Colon 800,USD 470.000
Drysdale 5500,USD 159.000
Vergara al 1900,USD 220.000
"Corrientes  1800, Piso 3",USD 54.900
RICARDO ROJAS al 3800,USD 149.000
Santiago Del Estero 6600,USD 125.000
Caseros al 900,USD 220.000
Falucho al 800,USD 147.000
Antonio Malaver 1400,USD 224.900
Juan B Justo 2500,USD 198.000
"Malaver 2700, Piso PB",USD 145.000
Dr N Repetto 4200,USD 132.000
Cordoba 1700,USD 85.000
Entre Rios 2100,USD 64.900
Moreno 2400,USD 88.000
Chubut esquina Acevedo,USD 115.000
Gral. Jose Maria Paz 3200,USD 215.000
Av. Mitre 2800,USD 88.000
Martín J. Haedo 2100,USD 350.000
Silveyra 3800,USD 320.000
Libertad 1900,USD 470.000
Laprida 2400,USD 150.000
Melo al 2700,USD 150.000
Baradero al 400,USD 330.000
Estanislao del Campo al 400,USD 180.000
Estanislao del Campo  al 400,USD 180.000
Sargento Cabral 100,USD 55.900
Gral Juan Lavalle 1900,USD 100.000
Acassuso 4900,USD 259.000
Corrientes 2300,USD 74.900
CATAMARCA 1300,USD 74.900
Carasa  2800,USD 135.000
"Colon , Piso PB",USD 60.000
"Gascon 2300, Piso 1",USD 155.000
"Belgrano 2500, Piso 13",USD 53.900
Rosales 100,USD 66.900
"Buenos Aires  2000, Piso 7",USD 180.000
"Av Colón  1500, Piso 3",USD 132.000
Terreno en Colonia Chapadmalal,USD 24.000
Julian Aguero Al 2100,USD 157.000
Rioja 2800,USD 550.000
"Araoz De Lamadrid 2300, Piso 09",USD 39.000
Blas Parera 500,USD 148.900
Quintana 2800,USD 150.000
Guido 1400,USD 195.000
Lebensohn 2900,USD 185.000
"Chacabuco 3200, Piso 7",USD 60.000
ENTRE RIOS 1700,USD 86.900
BOLIVAR 2300,USD 33.900
9 DE JULIO 3400,USD 130.000
BROWN 1800 1800,USD 75.900
Bernardo de Irigoyen 81,USD 277.000
"L N Alem 4600, Piso 1",USD 255.000
Independencia  2000,USD 175.000
Gral Guemes 4200,USD 120.000
Catamarca 1300 1300,USD 74.900
Corrientes 2200,USD 89.900
Av. Felix U. Camet al 400,USD 219.000
"Independencia 1500, Piso 11",USD 98.000
Gral Simon Bolivar 2200,USD 40.000
"Buenos Aires 2000, Piso 10",USD 50.000
Sahores 2400,USD 120.000
Dr. Mariano Acha,USD 169.900
Francia 3000,USD 350.000
Chipre 100,USD 27.500
COLOMBIA al 400,USD 150.000
olaguer y feliu  3600,USD 315.000
Arenales 2800,USD 225.000
Av Luro 3200,USD 148.000
Garay 3100,USD 78.000
Almafuerte 1700,USD 260.000
Maipu 3100,USD 65.000
Falucho 600,USD 500.000
M Funes De Millan 1900,USD 120.000
G Mendez 2000,USD 79.000
Jose M Estrada 3100,USD 298.000
Inte Jacinto Pineda 100,USD 215.000
Tucuman al 2200,USD 42.000
9 De Julio 5700,USD 39.900
Juan Manuel Bordeu,USD 590.000
Martinez de Hoz  al 400,USD 42.000
Gral Las Heras 2800,USD 138.000
Newbery  5000,USD 85.000
Cordoba 1400,USD 119.000
Misiones 2073,USD 98.000
Aristobulo Del Valle 2900,USD 310.000
Av. Maipu 100,USD 19.000
EspaÑa 1900,USD 189.000
Albarellos al 4900,USD 129.000
"Agustin Alvarez 1700, Piso 1",USD 88.000
Olavarria Casi Juan B. Justo,USD 50.000
Independencia 1000,USD 115.000
Los Alelies  100,USD 100.000
Lebenshon al 3400,USD 145.000
Boulevard Maritimo Patricio Peralta Ramos 1100,USD 385.000
AV. LIBERTAD 3400,USD 79.900
Ruta 226 100,USD 54.000
"Sarmiento 4600, Piso 1",USD 65.000
19 400,USD 50.000
"11 De Septiembre 3100, Piso 9",USD 72.900
P De Mendoza 3200,USD 250.000
Esteban de Luca al 5300 entre G. Mendez y C. Tejedor,USD 175.000
Hugo 100,USD 240.000
Parana 5700,USD 165.000
Antonio Beruti 600,USD 85.000
Carlos Calvo al 2500,USD 110.000
Haedo al 2000,USD 220.000
Laprida Al 2000,USD 139.900
Jorge Newbery,USD 350.000
Triunvirato 2800,USD 64.000
Av Mario Bravo  300,USD 170.000
Monteverde  3700,USD 195.000
Fernan Felix De Amador 2300,USD 99.500
San Martin e/ Dorrego y Guido,USD 120.000
Formosa 4600,USD 75.000
La Rioja  1200,USD 64.900
Formosa 3000,USD 80.000
Hernán Wineberg  al 2300,Consultar precio
Chacabuco al 900,USD 780.000
Calle San Luis al 1636,USD 79.000
Almirante Brown 2100,USD 350.000
"Av Colon 1700, Piso 1",USD 48.000
"Dr M Moreno 3100, Piso 6",USD 119.000
CORDOBA 2000,USD 65.900
Salta 1100,USD 60.000
Guido  1000,USD 49.900
BOULEVARD MARITIMO 2400,USD 60.900
Santiago del Estero 2100,USD 119.000
CORRIENTES 1500 1500,USD 75.000
Belgrano 2400,USD 58.900
14 de julio 100,USD 58.000
BELGRANO 2100,USD 46.500
"AV. Félix U. Camet 1500, Piso 6",USD 181.895
Pringles al 3800,USD 79.000
Leandro,USD 50.000
España  600,USD 189.000
Juana Manso 200,USD 95.000
"Matheu  3700, Piso 1",USD 105.000
Jose Moldes al 4700,USD 77.000
Armando 100,USD 129.000
Dr N Avellaneda 100,USD 340.000
Gral Las Heras 3000,USD 79.000
CECILIA GRIERSON 3900,USD 157.000
Domingo F Sarmiento 3400,USD 380.000
MEJICO  3100,USD 162.000
"Santa Cruz 3673, Mar del Plata",USD 159.000
Parana  al 400,USD 680.000
General Roca 100,USD 2.400.000
Olazabal 100,USD 120.000
Chacabuco 3900,USD 185.000
Jorge Newbery 5000,USD 390.000
Catamarca 1200,USD 50.000
"Corrientes 2300, Piso 2",USD 59.900
"Sarmiento 4600, Piso 1",USD 69.900
Belgrano 2100,USD 74.900
"Ituzaingo  4500, Piso PB",USD 63.000
SANTIAGO DEL ESTERO 2200,USD 45.000
Bahia Blanca 1700,USD 79.900
CORRIENTES 1900,USD 125.000
SANTIAGO DEL ESTERO 2300,USD 47.900
Brown al 2600 esquina San Luis,USD 280.000
Bernardo De Irigoyen 1500,USD 190.000
WASHIGTON  3800,USD 168.000
España 500,Consultar precio
Colon 800,USD 260.000
Pedraza 3000,USD 87.000
Virrey Liniers 1000,USD 230.000
"Córdoba 1600, Piso 5",USD 145.000
Aristobulo del Valle 3400,USD 275.000
Rivadavia   2800,USD 90.000
Italia 3000,USD 300.000
Hernandarias 6100,USD 63.900
Francisco De Laprida 1700,USD 135.000
Bellocq Adolfo 4000,USD 189.000
"Santiago del Estero  1400, Piso 5",USD 98.000
Bouchard al 1000,USD 680.000
"Av .  Libertador 2640  ""I""",USD 159.000
Gral Las Heras 2500,USD 290.000
Esmeralda 3600,USD 125.000
Araoz De Lamadrid 500,USD 139.000
Liniers  al 1800,USD 99.000
Pbto M Alberti 100,USD 245.000
Italia 2200,USD 229.000
España al 1100,USD 475.000
Gral J J De Urquiza 2600,USD 195.000
Dr N Avellaneda 3600,USD 69.000
Italia 1800,USD 310.000
Malaver al 3000,USD 198.000
Chacabuco al 2600 (entre Gutierrez y Entre Rios),USD 320.000
San Lorenzo  al 2300,USD 159.000
Jose Ingenieros al 1600,USD 298.000
Cochabamba 300,USD 118.000
CHACABUCO 1200,USD 230.000
Pelliza y Pacheco,USD 250.000
Virrey A Olaguer Y Feliu 3700,USD 149.000
"Cnel M Roseti 1800, Piso PA",USD 135.000
Arenales 2700,USD 255.000
"Cnel M Roseti 1800, Piso PB",USD 155.000
Rastreador Fournier 4000,USD 220.000
Corrientes al 1600,USD 77.000
"Boulevard Marítimo 2400, Piso 8",USD 44.000
Juana Gorriti 300,USD 120.000
TUCUMAN  3700,USD 445.000
Puán 2100,USD 420.000
"Avellaneda 3200, Piso 2",USD 69.900
Regatta Oficinas,USD 390.000
Peru 900,USD 135.000
Santiago Del Estero 5700,USD 135.000
San Lorenzo 450,USD 295.000
Gral Jose Maria Paz 3500,USD 200.000
Guemes 3300,USD 290.000
Hipolito Yrigoyen 1300,USD 105.000
Falucho 2900,USD 200.000
ZUFRIATEGUI al 3200,USD 290.000
Carballo 1900,USD 129.000
Matheu  3700,USD 56.000
Juan Bautista Alberdi al 2100,USD 440.000
Av. Juan H. Jara   3600 3600,USD 250.000
Ruben Dario 2686,USD 210.000
Buenos Aires 3200,USD 126.000
Dgo. Matheu 4400,USD 400.000
PADRE CARDIEL  6300,USD 160.000
