Rank,title,AuthorName,Language,Price_normal,Id
927,UNIK: Victoria,Cecilie Birkshøj,Dansk,94.95,9788758854557
928,Poesi og andre former for trods,Adda Djørup,Dansk,79.95,9788763837613
929,Inden vi blev jeres,Lisa Wingate,Dansk,129.95,9788763850865
930,Find mig,André Aciman,Dansk,79.95,9788763864305
931,Fiske Finn får en fisk i lommen,Kirsten Ahlburg,Dansk,94.95,9788770189101
932,Min elskede datter,J. P. Delaney,Dansk,159.95,9788771079838
933,Professionslæring i praksis,Martin Bayer,Dansk,149.95,9788771246735
934,Den sorte bog,Ian Rankin,Dansk,99.95,9788771297447
935,Mysteriet Amy Snow,Tracy Rees,Dansk,159.95,9788771483963
936,Søren Krarup og hans tid,Mikael Jalving,Dansk,179.95,9788771590272
937,Det perfekte sted at dø,Inger Wolf,Dansk,74.95,9788771591453
938,Brødmanden og Den LILLE brødfabrik,Simon Clemens,Dansk,159.95,9788771716573
939,Først når giveren er død,Anna Jansson,Dansk,99.95,9788771808988
940,Candide,Francois Voltaire,Dansk,39.95,9788771940596
941,Første skridt på din sidste vægttabsrejse,Aske Ludvig Rask,Dansk,229.95,9788771963373
942,Vildført,Anna Jansson,Dansk,99.95,9788772009544
943,Uskyldens lov,Michael Connelly,Dansk,239.95,9788772048567
944,50 bibeltekster du skal kende,Sørine Gotfredsen,Dansk,149.95,9788772323138
945,Fugl og fisk,Linda Skaaret,Dansk,159.95,9788773399385
946,I morgen og i morgen og i morgen,Gabrielle Zevin,Dansk,199.95,9788775622337
947,Rosie-Effekten,Graeme Simsion,Dansk,159.95,9788775710409
948,Rosie-Projektet,Graeme Simsion,Dansk,159.95,9788775717989
949,Til salg og andre fortællinger,Guy de Maupassant,Dansk,54.95,9788779795808
950,Radikal hjælp ,Hilary Cottam,Dansk,349.95,9788793535336
851,Natjæger,Line Holm,Dansk,199.95,9788740082005
852,Smalltalk - ja tak!,Karen-Marie Lillelund,Dansk,189.95,9788773397121
853,Jul i boghandlen,Jenny Colgan,Dansk,129.95,9788702346183
854,Anti-inflammatorisk topform på 4 uger,Martin Kreutzer,Dansk,199.95,9788740068429
855,"En lille bog om, hvorfor de fleste forældre skal gøre langt mindre, end de tror",Lene Tanggaard,Dansk,79.95,9788702332056
856,Matematik for Alle ,Pernille Pind,Dansk,299.95,9788792435705
857,Endnu en dag i Guds skaberværk,Katrine Marie Guldager,Dansk,129.95,9788702391497
858,Caliban's War,James S. A. Corey,Engelsk,60.51,9780748122974
859,"Turen går til Toscana, Umbrien & Marche",Preben Hansen,Dansk,35,9788740055658
860,Mystiske fortællinger fra Tokyo,Haruki Murakami,Dansk,219.95,9788772049786
861,Nimitz Class,Patrick Robinson,Engelsk,41.86,9780061803963
862,Inner Game of Tennis,W. Timothy Gallwey,Engelsk,36.51,9780307758859
863,Soulmate Equation,Christina Lauren,Engelsk,51.19,9780349426884
864,Binding 13,Chloe Walsh,Engelsk,9.95,9780349439242
865,Elantris,Brandon Sanderson,Engelsk,55.85,9780575097452
866,Things We Hide From The Light,Lucy Score,Engelsk,55.85,9781399713788
867,Seduced by a Pirate,Eloisa James,Engelsk,9.95,9781405525039
868,Witchfinders,Malcolm Gaskill,Engelsk,37.2,9781444726923
869,What It Takes,Stephen A. Schwarzman,Engelsk,171.27,9781471189562
870,Mistborn: Secret History,Brandon Sanderson,Engelsk,41.86,9781473221789
871,Shelter from the Storm,Ellie Dean,Engelsk,65.17,9781473518834
872,Project Hail Mary,Andy Weir,Engelsk,79.95,9781473582583
873,Night Of Royal Consequences,Susan Stephens,Engelsk,21.54,9781474053198
874,No Strings Christmas,Clare Connelly,Engelsk,50.63,9781474099912
875,Beautiful Disaster,Jamie McGuire,Engelsk,142.18,9781476712055
876,Comedians,Graham Greene,Engelsk,34.99,9781504052511
877,Rituals and Practices with the Motherpeace Tarot,Vicki Noble,Engelsk,142.18,9781591438588
878,Ruin and Rising,Leigh Bardugo,Engelsk,46.52,9781780621852
879,Dragon's Soul: A Box Set,Stephani Hecht,Engelsk,46.7,9781786518057
880,Handbook of Royal Arch Masonry,Royal Arch Masons,Engelsk,14.95,9781789125214
881,Edward's Menagerie: Dogs,Kerry Lord,Engelsk,65.17,9781911682066
882,Dommedag Als,Tom Buk-Swienty,Dansk,49.95,9788702097955
883,Slagtebænk Dybbøl,Tom Buk-Swienty,Dansk,49.95,9788702116120
884,Smag på Sønderjylland,Inge Adriansen,Dansk,49.95,9788702129755
885,The Hunger Games 2 - Løbeild,Suzanne Collins,Dansk,129.95,9788702175257
886,The Hunger Games 3 - Oprør,Suzanne Collins,Dansk,129.95,9788702175271
887,Det gyldne kompas 2 - Skyggernes kniv,Philip Pullman,Dansk,129.95,9788702209389
888,Når skyggen tager over,Debbie Ford,Dansk,49.95,9788702213102
889,Goyas hund,Lars Kjædegaard,Dansk,79.95,9788702340938
890,Himmelstormere,Maggie Shipstead,Dansk,159.95,9788702349092
891,Hvad hjertet aldrig glemmer,Kelly Rimmer,Dansk,129.95,9788702383881
892,Lærkeholm,L. Sherman,Dansk,129.95,9788702395433
893,Vejen hjem,Rosamunde Pilcher,Dansk,49.95,9788702403732
894,Sidste omgang på byens pub,Holly Hepburn,Dansk,79.95,9788702404555
895,Meyers bageskole. Alle kan lære at bage,Claus Meyer,Dansk,129.95,9788711324981
896,Når falkene flyver,Wilbur Smith,Dansk,129.95,9788711388099
897,Nedtælling til mord,Gretelise Holm,Dansk,79.95,9788711436905
898,En PET-chefs erindringer,Ole Stig Andersen,Dansk,149.95,9788711459744
899,Blodigt spor til Mekka,Nick Carter,Dansk,99.95,9788711576540
900,Fortællinger fra Dante Den guddommelige komedie,Ebbe Kløvedal,Dansk,99.95,9788711764862
1001,Exes and O's,Amy Lea,Engelsk,65.17,9780241997550
1002,Second Foundation,Isaac Asimov,Engelsk,84.95,9780553900361
1003,Foundation's Edge,Isaac Asimov,Engelsk,95.5,9780553900934
1004,Foundation and Earth,Isaac Asimov,Engelsk,95.5,9780553900941
1005,Prelude to Foundation,Isaac Asimov,Engelsk,95.5,9780553900958
1006,Forward the Foundation,Isaac Asimov,Engelsk,95.5,9780553900965
1007,It's A Guy Thing,David Deida,Engelsk,142.18,9780757393396
1008,His Secret Obsession - How To Get Inside The Mind Of Any Man? (Updated 2023),James Mr. James,Engelsk,37.45,9781329953697
1009,Chip War,Chris Miller,Engelsk,85.59,9781398504110
1010,Super Attractor,Gabrielle Bernstein,Engelsk,129.95,9781401957179
1011,Nixonland,Rick Perlstein,Engelsk,196.91,9781416579885
1012,Zen Guitar,Philip Toshio Sudo,Engelsk,154.95,9781439126486
1013,Lockwood & Co: The Empty Grave,Jonathan Stroud,Engelsk,65.17,9781448198153
1014,It's All in Your Head,Suzanne O'Sullivan,Engelsk,89.95,9781473511439
1015,Real,Katy Evans,Engelsk,99.95,9781476755434
1016,After Lockdown,Bruno Latour,Engelsk,175.43,9781509550036
1017,Complete Call the Midwife Stories,Jennifer Worth,Engelsk,84.95,9781780225104
1018,Six of Crows,Leigh Bardugo,Engelsk,51.19,9781780622293
1019,Jæger 200,Lars Møller,Dansk,49.95,9788702125115
1020,Eske Willerslev,Kristoffer Frøkjær,Dansk,84.95,9788702160840
1021,Silas 8 - Livet i bjergbyen,Cecil Bødker,Dansk,49.95,9788702196092
1022,Dine mange liv,Mira Kelley,Dansk,49.95,9788702228441
1023,Radiatortrilogien,Jan Sonnergaard,Dansk,49.95,9788702237955
1024,Mørkebarnet,Cecilie Eken,Dansk,49.95,9788702304114
1025,For langt fra dig,Jenny Colgan,Dansk,129.95,9788702321050
1026,Lektioner,Ian McEwan,Dansk,129.95,9788702363302
1027,Skeletkysten,Clive Cussler,Dansk,49.95,9788702365160
1028,Hæv Titanic!,Clive Cussler,Dansk,49.95,9788702373264
1029,Den glemte kogebog,Christoffer Holst,Dansk,129.95,9788702373783
1030,De ord vi hvisker,Mary Ellen Taylor,Dansk,129.95,9788702390513
1031,Med døden til bords,Marianne Cedervall,Dansk,129.95,9788702390599
1032,Det syvende møde,Herbjørg Wassmo,Dansk,99.95,9788711355541
1033,Diamantjægerne,Wilbur Smith,Dansk,79.95,9788711405321
1034,Ligblomsten,Anne Mette Hancock,Dansk,99.95,9788711755488
1035,Dyndkongens datter,Karen Dionne,Dansk,99.95,9788711952832
1036,Mercedes-snittet,Anne Mette Hancock,Dansk,149.95,9788726002416
1037,Nyt liv med dr. Bachs blomstermedicin,Jens-Erik Risom,Dansk,49.95,9788726776515
1038,Akupunkturens metode,Jens-Erik Risom,Dansk,99.95,9788726776522
1039,Skovens helte. Skildringer af de nordamerikanske indianeres uafhængighedskamp,Oluf Christian Molbech,Dansk,79.95,9788726780284
1040,Børnenes rekordbog 2024,Mikael Brøgger,Dansk,69.95,9788727021546
1041,"Græd ikke over spildt mælk - alt dét, du gerne vil vide om amning",Julie Lillelund Langer,Dansk,169.95,9788727022598
1042,Find livsglæden igen,Irene H. Oestrich,Dansk,79.95,9788740003154
1043,Planen,Morten Pape,Dansk,139.95,9788740026702
1044,Annes salater,Anne Hjernøe,Dansk,199.95,9788740085945
1045,"En tropisk forvandling / Manden, der ikke ville være konge / Bryllupsplanlæggerens hemmelighed",Cathy Williams,Dansk,109.95,9788743501169
1046,Notatteknik for studerende på videregående uddannelser,Peter Stray Jørgensen,Dansk,49.95,9788759321348
1047,Undervisningsportfolio,Bettina Dahl,Dansk,34.95,9788759322826
1048,Det drejer sig om kærlighed,Jes Bertelsen,Dansk,79.95,9788763830492
1049,Kongelig snigmorder,Robin Hobb,Dansk,199.95,9788763852487
1050,Den gode svigersøn,T.M. Logan,Dansk,159.95,9788771079487
951,PS Jeg Savner Dig,Winter Renshaw,Dansk,139.95,9788794169578
952,I Afrika fødes der ikke drenge - kun mænd,Alexandre Nsoni,Dansk,129.95,9788797215876
953,Forbandet OnDsdag,Ane Gudrun,Dansk,159.95,9788797407356
954,Arbejdets kår,Henry George,Dansk,15.38,9788799061297
955,Kodenavn Alice,Kate Quinn,Dansk,129.95,9789150790252
956,Sektion M I,Christina Larsson,Dansk,129.95,9789180342445
957,Afsporet,Michael Katz Krefeld,Dansk,79.95,9788711355350
958,LYDHØR,Louise Kjær,Dansk,89.95,9788771965247
959,mummum - airfryer,Amanda Juul Jensen,Dansk,179.95,9788727127552
960,Andvake,Jon Fosse,Dansk,150,9788792439277
961,Kærlighed & samliv,Harville Hendrix,Dansk,79.95,9788702191691
962,Spis tarmen sund og tab dig,Stine Junge Albrechtsen,Dansk,79.95,9788702249965
963,Content Marketing Bogen,Signe Damgaard Jepsen,Dansk,219.95,9788799748556
964,De lyse nætters begyndelse,Jenny Colgan,Dansk,129.95,9788702397314
965,Lig bløder ikke,Inger Gammelgaard Madsen,Dansk,64.95,9788799538539
966,Søren Lerby - Dirigenten,Steffen Pedersen,Dansk,129.95,9788702396690
967,Stjålet identitet,Inger Gammelgaard Madsen,Dansk,64.95,9788799498192
968,Blodmånen,Jo Nesbø,Dansk,159.95,9788770077620
969,For sent,Colleen Hoover,Dansk,149.95,9788727024820
970,Trading in the Zone,Mark Douglas,Engelsk,179.95,9781440625411
971,Rosens navn,Umberto Eco,Dansk,79.95,9788763818407
972,Skab din egen succes,Martin Thorborg,Dansk,129.95,9788702389081
973,Flagermusmanden,Jo Nesbø,Dansk,89.95,9788770537919
974,Skriften i vandet,John Ajvide Lindqvist,Dansk,129.95,9788702399363
975,Skakbrikkerne,Peter May,Dansk,129.95,9788702350968
976,DRAB efter begæring,Inger Gammelgaard Madsen,Dansk,64.95,9788799498178
977,Den der dræbte helvedes engle,Jan Guillou,Dansk,159.95,9788770077149
978,Ben Hur,Lewis Wallace,Dansk,24.95,9788792922564
979,Slangernes gift,Inger Gammelgaard Madsen,Dansk,64.95,9788799538577
980,Har døden taget noget fra dig så giv det tilbage,Naja Marie Aidt,Dansk,79.95,9788702232462
981,Hundens bog,Ellen Hillingsø,Dansk,159.95,9788702407013
982,Border Collie,Dansk Kennelklub,Dansk,49.95,9788778577764
983,Sommer i Applemore,Rachael Lucas,Dansk,129.95,9788702392852
984,Jul i Applemore,Rachael Lucas,Dansk,129.95,9788702392883
985,Rejsen hjem,Kate Morton,Dansk,159.95,9788702390704
986,X,Pascal Engman,Dansk,179.95,9788775936748
987,Selvudviklingens Tao og de fem elementers psykologi,Jens-Erik Risom,Dansk,69.95,9788726776508
988,En verden af fjolser,Pauline Rehné,Dansk,79.95,9788794289740
989,Foundation,Isaac Asimov,Engelsk,64.95,9780007381128
990,Sol over strandpromenaden,Jenny Colgan,Dansk,129.95,9788702346213
991,Fundamentalteologi,Hans Vium Mikkelsen,Dansk,179.95,9788741005201
992,Manden i tre dele,Thomas Bagger,Dansk,179.95,9788740071405
993,Hævnen fra Hanoi,Thomas Bo Pedersen,Dansk,129.95,9788797378038
994,Bogtyven,Markus Zusak,Dansk,99.95,9788711332412
995,Dommer og bøddel,Inger Gammelgaard Madsen,Dansk,64.95,9788799538591
996,Foundation and Empire,Isaac Asimov,Engelsk,59.95,9780007381142
997,Anathem,Neal Stephenson,Engelsk,54.95,9780061982484
998,Ugly Duchess,Eloisa James,Engelsk,29.95,9780062197962
999,"Once More, My Darling Rogue",Lorraine Heath,Engelsk,29.95,9780062276254
1000,In the FLO,Alisa Vitti,Engelsk,94.95,9780062870551
1051,Fanget,B. A. Paris,Dansk,159.95,9788771079654
1052,1Q84 Bog 3,Haruki Murakami,Dansk,139.95,9788771291742
1053,Enhjørningen,Steffen Jacobsen,Dansk,179.95,9788771376593
1054,Kroppens fortællinger,Tove Hvid,Dansk,119.95,9788771468724
1055,At tænke som en morder,Kurt Kragh,Dansk,74.95,9788771590364
1056,Den du elsker,Mari Jungstedt,Dansk,99.95,9788771599121
1057,Du går ikke alene,Mari Jungstedt,Dansk,179.95,9788771599145
1058,Om at læse Dostojevskij,Carl Stief,Dansk,49.95,9788771836875
1059,Glæde,Stefan Green Meinel,Dansk,75,9788771966619
1060,Forandringer - NLP og Hypnosens struktur,Richard Bandler,Dansk,229.95,9788772300115
1061,Hvor hjertet bor,Ellie Dean,Dansk,179.95,9788775933952
1062,Altid i vores hjerter,Ellie Dean,Dansk,149.95,9788775934737
1063,Haren med de ravgule øjne,Edmund de Waal,Dansk,139.95,9788792639837
1064,En julekalender om julens historie,Lou Noire,Dansk,44.95,9788793515956
1065,At lede efter kompleksitet,Sune Bjørn Larsen,Dansk,189.95,9788793535114
1066,Det andet navn. Septologien I,Jon Fosse,Dansk,199.95,9788793629516
1067,"Erindringer fra Rørvig, Nakke Lyng, Klitborg og Jagtborg",Annie Brydegaard Danielsen,Dansk,54.95,9788793753167
1068,Dragesten 1,Ry Kristensen,Dansk,49.95,9788793756113
1069,Nekrofilen,Gabrielle Wittkop,Dansk,64.95,9788794025256
1070,Eksemplariske bortgange,Gabrielle Wittkop,Dansk,64.95,9788794025393
1071,Hundrede gange livet,Anja Olsen,Dansk,39.95,9788794482004
1072,Englen i havet,Karin Slot Christiansen,Dansk,219.95,9788773397015
1073,Vilde problemer,Sigge Winther Nielsen,Dansk,249.95,9788712076407
1074,Find Holger Danske,Maja Lee Langvad,Dansk,49.95,9788702221220
1075,Sommerfugleværelset,Lucinda Riley,Dansk,159.95,9788763862615
1076,Tabita,Iben Mondrup,Dansk,199.95,9788740060508
1077,Flawless,Elsie Silver,Engelsk,9.95,9780349437668
1078,Omgivet af idioter,Thomas Erikson,Dansk,159.95,9788793618008
1079,Short Stories in Danish for Beginners,Olly Richards,Engelsk,37.2,9781529303124
1080,Knæk koden til glutenfrit brød,Karina Baagø,Dansk,109.95,9788793755673
1081,Rend mig,Pernille Skipper,Dansk,179.95,9788740088076
1082,Turen går til Argentina,Rune V. Harritshøj,Dansk,35,9788740022148
1083,Svalens graf,Sissel Jo-Gazan,Dansk,79.95,9788702150681
1084,Airfryer-grundbogen,Britt Andersen,Dansk,199.95,9788740088137
1085,Placeboeffekten,Joe Dispenza,Dansk,49.95,9788702365115
1086,Midnatssol,Jo Nesbø,Dansk,89.95,9788771464689
1087,Mr. Saitos Rejsebiograf,Annette Bjergfeldt,Dansk,159.95,9788770078801
1088,Barndommens gade,Tove Ditlevsen,Dansk,49.95,9788702096873
1089,Dinosaurens fjer,Sissel Jo-Gazan,Dansk,49.95,9788702096972
1090,Primadonnaledelse,Helle Hedegaard Hein,Dansk,79.95,9788702122596
1091,"Teoribog, til personbil kat. B",Bo Mathiesen,Dansk,120,9788740481013
1092,Magtfulde mikrober,Oluf Borbye Pedersen,Dansk,199.95,9788740057423
1093,Drømmer,Claus Meyer,Dansk,219.95,9788773396964
1094,Digte 2014,Theis Ørntoft,Dansk,49.95,9788702164671
1095,Gilgamesh,Ingen Forfatter,Dansk,79.95,9788702277425
1096,Sendebudet,Amér Majid,Dansk,99.95,9788799348428
1097,American Gods,Neil Gaiman,Engelsk,51.19,9780755379927
1098,Det begynder med os,Colleen Hoover,Dansk,129.95,9788727017853
1099,Processen,Franz Kafka,Dansk,79.95,9788702166484
1100,Aben følger med,Troels Gottlieb,Dansk,229.95,9788750061212
1151,Kristendommens påskefortællinger,Niels Willert,Dansk,179.95,9788741000435
1152,Mit store smukke had,Elisabeth Åsbrink,Dansk,189.95,9788743401735
1153,Sort morgen,Cilla og Rolf Börjlind,Dansk,79.95,9788763830782
1154,Farlige penge,Ken Follett,Dansk,129.95,9788763832717
1155,Sov du lille,Cilla og Rolf Börjlind,Dansk,79.95,9788763847698
1156,En vild fårejagt,Haruki Murakami,Dansk,139.95,9788771294859
1157,Stop stress,Malene Friis Andersen,Dansk,239.95,9788771298987
1158,Sønnen,Jo Nesbø,Dansk,89.95,9788771461411
1159,"Handling, adfærd, præg",Boje Katzenelson,Dansk,249.95,9788771843866
1160,Nu handler det om FCK,Johan Lyngholm-Bjerge,Dansk,149.95,9788772002187
1161,Oprindelse,Lewis Dartnell,Dansk,239.95,9788772045733
1162,Mørkemanifestet,Johan Eklöf,Dansk,219.95,9788773397114
1163,Outlook 2016 – Office 365,Jørgen Koch,Dansk,139.95,9788778537683
1164,Office 365,Nima Pour,Dansk,139.95,9788778539083
1165,At se Gud i skønheden,Jacob Munk,Dansk,129.95,9788787737258
1166,"Sløjfestjerner, Gavestjerner & Pynteæsker",Tina Dalbøge,Dansk,59.95,9788792937063
1167,Bryd tavsheden,Linda Castillo,Dansk,79.95,9788793166066
1168,Autogen træning – Vestens Yoga,Stig Dankert Hjort,Dansk,249.95,9788793284128
1169,Iliaden,Homer,Dansk,34.95,9788793540606
1170,"Det, du siger, er du selv",Mette Holm,Dansk,119.95,9788793575486
1171,Hegel ,Rune Lykkeberg,Dansk,119.95,9788793773738
1172,Jordens salt,Jeanine Cummins,Dansk,129.95,9788793983083
1173,Solen gik ned over Det Østasiatiske Kompagni,Henrik Rasmussen,Dansk,189.95,9788794180603
1174,HJERNEFABLEN - Til den ambitiøse leder der har kronisk travlt,Mirja Bang,Dansk,94.95,9788797206515
1175,NATURLIGT LIV - NATURLIG DØD - NATURLIGVIS,Erik W. Pedersen,Dansk,99.95,9788797262214
1176,Ved jorden at blive,Henning Ringgaard Lauridsen,Dansk,84.95,9788797338704
1177,Eventyr(er) på to hjul,Morten Kjærsgaard,Dansk,119.95,9788797421123
1178,Must-Win Battles,Peter Killing,Dansk,129.95,9788799333967
1179,Donorbarnets Bog ,Kirsten List Larsen,Dansk,71.25,9788799518340
1180,En Landlæges Erindringer,Niels Jeberg,Dansk,30.78,9788799550715
1181,Gullaschbaronen,Søren Ellemose,Dansk,54.95,9788799816729
1182,Slotsholmmetoden®,Hans Jørgen Nielsen,Dansk,629.95,9788799945139
1183,Turen går til Lissabon,Frank Sebastian Hansen,Dansk,35,9788740080216
1184,Boghandlen ved midnatstid,Jenny Colgan,Dansk,129.95,9788702400410
1185,Yahya Hassan,Yahya Hassan,Dansk,49.95,9788702156003
1186,Med lov skal land nedbrydes,Marianne Stidsen,Dansk,159.95,9788776180218
1187,Ustyrligt blod,Robert Galbraith,Dansk,159.95,9788702307382
1188,Fourth Wing - Bestå ... eller dø,Rebecca Yarros,Dansk,159.95,9788740090666
1189,Det er ikke slut - 6,Therese Philipsen,Dansk,79.95,9789180542586
1190,Slavernes kyst,Thorkild Hansen,Dansk,49.95,9788702198027
1191,Dødsenglen,Sara Blaedel,Dansk,99.95,9788771082777
1192,Verdens vinter,Ken Follett,Dansk,129.95,9788763827072
1193,Torsdagsmordklubben,Richard Osman,Dansk,129.95,9788702329209
1194,Den hvide død,Robert Galbraith,Dansk,159.95,9788702277715
1195,Kvæler,Kim Faber,Dansk,199.95,9788740074123
1196,Court of Silver Flames,Maas Sarah J. Maas,Engelsk,94.95,9781526602305
1197,Grundbog i belastningspsykologi,Rikke Høgsted,Dansk,289.95,9788797363508
1198,En syerske i New York,Natasha Lester,Dansk,199.95,9788775620289
1199,Kloge hænder,Mattias Tesfaye,Dansk,49.95,9788702150803
1200,Turen går til Mexico,Christian Martinez,Dansk,35,9788740022155
1101,Drabscheferne,Kurt Kragh,Dansk,139.95,9788740036152
1102,How Will You Measure Your Life?,James Allworth,Engelsk,65.17,9780007449163
1103,Beyond Scandal and Desire,Lorraine Heath,Engelsk,29.95,9780062676016
1104,Scoundrel in Her Bed,Lorraine Heath,Engelsk,29.95,9780062676030
1105,Beauty Tempts the Beast,Lorraine Heath,Engelsk,29.95,9780062951939
1106,Complete Baking,Caroline Bretherton,Engelsk,34.95,9780241465790
1107,Heartless,Elsie Silver,Engelsk,55.85,9780349437699
1108,Paper to Petal,Patrick Farrell,Engelsk,144.95,9780385345064
1109,Preaching Justice,Jr. Childs James M.,Engelsk,239.95,9780567459350
1110,Last Argument Of Kings,Joe Abercrombie,Engelsk,55.85,9780575087873
1111,Psycho-Cybernetics,Maxwell Maltz,Engelsk,166.89,9780698407367
1112,In Diamond Square,Mercè Rodoreda,Engelsk,37.2,9781405518734
1113,Yoga Journal Presents Restorative Yoga for Life,Gail Boorstein Grossman,Engelsk,185.91,9781440575211
1114,Law of Connection,Michael Losier,Engelsk,37.2,9781444732108
1115,Hamnet,Maggie O'Farrell,Engelsk,51.19,9781472223814
1116,Sweet Memories of You,Ellie Dean,Engelsk,65.17,9781473518827
1117,Short Stories in English for Beginners,Olly Richards,Engelsk,37.2,9781473683600
1118,Think Stats,Allen B. Downey,Engelsk,199.95,9781491907375
1119,"Software Test Engineer's Handbook, 2nd Edition",Graham Bath,Engelsk,175.43,9781492014744
1120,Restorative Yoga Therapy,Leeann Carey,Engelsk,187.13,9781608683604
1121,ON TALKING TERMS WITH DOGS,Turid Rugaas,Engelsk,111.06,9781617810008
1122,Billionaire's Ink Mistress,Joely Sue Burkhart,Engelsk,39.95,9781640632981
1123,Glucose Goddess Method,Jessie Inchauspé,Engelsk,185.91,9781668024539
1124,Freedom for All of Us,Matthieu Ricard,Engelsk,164.95,9781683644835
1125,Afskaf alderdommen,Henning Kirk,Dansk,49.95,9788702118438
1126,Det gennemsnitlige menneske,Morten Albaek,Dansk,79.95,9788702129441
1127,Intelligente celler,Bruce Lipton,Dansk,49.95,9788702184204
1128,Bomben i turbanen,Mikael Rothstein,Dansk,49.95,9788702239003
1129,Rød mand/Sort mand,Kim Leine,Dansk,139.95,9788702246858
1130,Den sidste tilgivelse,Lars Kjædegaard,Dansk,79.95,9788702384604
1131,Afskedshuset,Lars Kjædegaard,Dansk,79.95,9788702384703
1132,Dommeren i Helsingør 1,Lars Kjædegaard,Dansk,79.95,9788702386752
1133,Rejsens mål,Katrine Marie Guldager,Dansk,39.95,9788711398241
1134,Fabrikant Emil Meyer,Carl Muusmann,Dansk,39.95,9788711579732
1135,Peter Andreas Heiberg og Thomasine Gyllembourg. En beretning støttet på efterladte breve 2,Johanne Luise Heiberg,Dansk,99.95,9788711705322
1136,Pixis kager,Christel Pixi,Dansk,149.95,9788711918586
1137,Landskaber fra Dødens metropol,Otto Dov Kulka,Dansk,179.95,9788712050018
1138,mummum - søde favoritter,Amanda Juul Jensen,Dansk,149.95,9788727015682
1139,Magteliten,Markus Bernsen,Dansk,139.95,9788740024630
1140,Turen går til Bruxelles & Belgien,Margrethe Lykke Eriksen,Dansk,35,9788740034516
1141,Den dag Brita forsvandt,Michael Teschl,Dansk,199.95,9788740058246
1142,Turen går til Sydafrika,Peter Wulff Kåri,Dansk,35,9788740063714
1143,Fra blokken,Jonas T. Bengtsson,Dansk,199.95,9788740066609
1144,Et eventyr,Stephen King,Dansk,199.95,9788740080575
1145,Sigurd fortæller om Hans Tausen og en ny slags kirke,Sigurd Barrett,Dansk,19.95,9788740087345
1146,Sover du?,Mette Bender,Dansk,199.95,9788740088663
1147,Niels Lyhne,J. P. Jacobsen,Dansk,15,9788740425260
1148,Frygt og bæven,Søren Kierkegaard,Engelsk,59.95,9788740458145
1149,ApS,John Hannover,Dansk,70,9788740459050
1150,Kongens Fald,Johannes V. Jensen,Dansk,39.95,9788740477337
1201,Det blinde punkt,Julie Hastrup,Dansk,79.95,9788740041743
1202,"Matematik for lærerstuderende, MY",Kristine Jess,Dansk,149.95,9788759317396
1203,Nattergalen,Kristin Hannah,Dansk,129.95,9788763843218
1204,Kvinden der samlede verden,Eva Tind,Dansk,129.95,9788702284348
1205,Sallys far på glatis,Thomas Brunstrøm,Dansk,169.95,9788711999639
1206,Snigmorderens lærling,Robin Hobb,Dansk,129.95,9788763848374
1207,Små ord om store spørgsmål,Nils Christie,Dansk,169.95,9788792542380
1208,Forbandede kærlighed,Colleen Hoover,Dansk,99.95,9788711519974
1209,Pigen under træet,Sara Blaedel,Dansk,139.95,9788740059786
1210,Døden på Nilen,Agatha Christie,Dansk,79.95,9788771285079
1211,Øjet der ser,Jeffrey Archer,Dansk,69.95,9788711984185
1212,Vejen til ansvar,Alex Vanopslagh,Dansk,179.95,9788773397596
1213,Adfærdsdrevet gevinstrealisering,Rasmus Rytter,Dansk,249.95,9788750053927
1214,Prøvehandlinger,Peter Wiborg Astrup,Dansk,49.95,9788702187656
1215,Word 2019 og Office 365 - basis,Charlotte Cederstrøm,Dansk,80,9788740441970
1216,Turen går til Egypten,Louise Alkjær,Dansk,35,9788740018608
1217,Fifth Season,N. K. Jemisin,Engelsk,51.19,9780356504889
1218,Mussolini-kanalen,Antonio Pennacchi,Dansk,49.95,9788702229196
1219,Anden Verdenskrig,Antony Beevor,Dansk,149.95,9788711395363
1220,En mand der hedder Ove,Fredrik Backman,Dansk,74.95,9788771377217
1221,Slowboat til Kina (reflow-udgave),Haruki Murakami,Dansk,159.95,9788772049670
1222,Gadepræsten,Inger Gammelgaard Madsen,Dansk,64.95,9788797078723
1223,Alchemy,S. J. Parris,Engelsk,121.11,9780008208561
1224,Flow,Mihaly Csikszentmihalyi,Engelsk,94.95,9780061876721
1225,Get the Guy,Matthew Hussey,Engelsk,100.6,9780062241764
1226,Falling Into Bed with a Duke,Lorraine Heath,Engelsk,29.95,9780062391025
1227,It Doesn't Have to Be Crazy at Work,Jason Fried,Engelsk,99.95,9780062874795
1228,Holly Jolly Ever After,,Engelsk,29.95,9780063222670
1229,Selected Poems and Letters,Arthur Rimbaud,Engelsk,102.46,9780141932347
1230,Obelisk Gate,N. K. Jemisin,,55.85,9780356504896
1231,Stone Sky,N. K. Jemisin,Engelsk,55.85,9780356504902
1232,Seven Deadly Wonders,Matthew Reilly,Engelsk,87.45,9780743282413
1233,What If This Is Heaven?,Anita Moorjani,Engelsk,129.95,9781401944810
1234,ReWork,David Heinemeier Hansson,Engelsk,102.46,9781407062853
1235,Six Sacred Stones,Matthew Reilly,Engelsk,87.45,9781416553755
1236,Five Greatest Warriors,Matthew Reilly,Engelsk,87.45,9781416577676
1237,Operation Exodus,Gordon Thomas,Engelsk,119.95,9781429946162
1238,If on a Winter's Night a Traveller,Italo Calvino,Engelsk,84.95,9781446414330
