Rank,title,AuthorName,Language,Price_normal,Id
266,Et lille liv,Hanya Yanagihara,Dansk,139.95,9788740028324
267,Det lille hotel under nordlyset,Julie Caplin,Dansk,219.95,9788775780822
268,Den store airfryerkogebog,Trude Eide Straume,Dansk,179.95,9788740084955
269,De uværdige,Roy Jacobsen,Dansk,179.95,9788727022611
270,En torn i øjet,Julie Hastrup,Dansk,79.95,9788740041736
271,Fulde liv,Anna von Sperling,Dansk,159.95,9788794272520
272,Døden mellem linjerne,Elly Griffiths,Dansk,209.95,9788712062837
273,Ekspert i mord,Elly Griffiths,Dansk,209.95,9788712070696
274,169 kemiske eksperimenter,Peter Hald,Dansk,199.95,9788771845235
275,Kan man bide fra sig - uden tænder?,Dorte Bredgaard,Dansk,134.95,9788799512515
276,Shikasta,Doris Lessing,Engelsk,85.4,9780007455539
277,Natten åbner sig som en port,Anne Lise Marstrand-Jørgensen,Dansk,159.95,9788772322940
278,Læs selv om Korttricks,Pernille Pind,Dansk,24.95,9788792435149
279,Icebreaker,Hannah Grace,Engelsk,56.97,9781398525696
280,11%,Maren Uthaug,Dansk,179.95,9788711996799
281,Berlinerpoplerne,Anne B. Ragde,Dansk,79.95,9788763816120
282,Les prix grimpent,Connie Pedersen,Fransk,25,9788771963199
283,Naturlig mad,Katrine Tuborgh,Dansk,49.95,9788702176087
284,Fokus,Trine Kolding,Dansk,129.95,9788702332025
285,Stamina,Thomas Bagger,Dansk,179.95,9788740082029
286,Royal Assassin,Robin Hobb,Engelsk,59.95,9780007383443
287,Otherlands,Thomas Halliday,Engelsk,89.95,9780241405758
288,To Say Nothing of the Dog,Connie Willis,Engelsk,41.86,9780575131132
289,Haunted Ground,Erin Hart,Engelsk,154.95,9780743254526
290,Course In Weight Loss,Marianne Williamson,Engelsk,129.95,9781401940805
291,Einstein's Cosmos,Michio Kaku,Engelsk,24.95,9781474602785
292,"Automate the Boring Stuff with Python, 2nd Edition",Al Sweigart,Engelsk,339.95,9781593279936
293,Flavor of the Month,Olivia Goldsmith,Engelsk,175.43,9781626814370
294,White Holes,Carlo Rovelli,Engelsk,111.79,9781802062151
295,Mysteries of the Quantum Universe,Thibault Damour,Engelsk,121.11,9781846149306
296,Life and Times Quizzes,Miles Kelly,Engelsk,12.37,9781848107090
297,Conversations With God,Neale Donald Walsch,Engelsk,29.95,9781848941731
298,Team Topologies,Matthew Skelton,Engelsk,140.32,9781942788829
299,"Twin Flames Signs, Symbols and Synchronicities",Maura Lawler,Engelsk,46.7,9781982258702
300,Stormen i 99,Kristian Bang Foss,Dansk,49.95,9788702097160
451,One True Loves,Taylor Jenkins Reid,Engelsk,56.97,9781398516694
452,Built to Move,Kelly Starrett,Engelsk,74.95,9781398708709
453,Livid,Patricia Cornwell,Engelsk,94.95,9781408725832
454,Jane Austen's Northanger Abbey,Jane Austen,Engelsk,37.2,9781444950700
455,Sunshine Cruise Company,John Niven,Engelsk,65.17,9781448136384
456,Travelling Cat Chronicles,Hiro Arikawa,Engelsk,84.95,9781473541573
457,Once Upon a River,Diane Setterfield,Engelsk,65.17,9781473555815
458,There's No Such Thing as an Easy Job,Tsumura Kikuko Tsumura,Engelsk,94.95,9781526622235
459,Carrie Soto Is Back,Taylor Jenkins Reid,Engelsk,65.17,9781529152142
460,Active Measures,Thomas Rid,Engelsk,95.03,9781782834601
461,Mini Amigurumi Animals,Sarah Abbondio,Engelsk,69.95,9781800930179
462,Identity Trap,Yascha Mounk,Engelsk,169.95,9781802062878
463,Book of Unconformities,Hugh Raffles,Engelsk,116.91,9781891241741
464,TOPTRIMMET på 12 uger,Anne Bech,Dansk,49.95,9788702162202
465,Knogler i sandet,Conn Iggulden,Dansk,79.95,9788702162677
466,Strategisk sundhed på arbejdspladsen,Mads Andreasen,Dansk,84.95,9788702165289
467,Tab dig hvor du vil,Anne Bech,Dansk,49.95,9788702166309
468,Den letteste vej til proteinkuren,Gitte Heidi Rasmussen,Dansk,49.95,9788702171860
469,Ode til blæksprutten og andre kærlighedsdigte,Henrik Nordbrandt,Dansk,49.95,9788702180695
470,Spis dig FIT,Anne Bech,Dansk,49.95,9788702183092
471,Grønne grænser,Ester Bock,Dansk,79.95,9788702206531
472,Længdespring,Ester Bock,Dansk,79.95,9788702206692
473,Flyv fugl,Ester Bock,Dansk,79.95,9788702206708
474,Mens graven kastes,Ester Bock,Dansk,79.95,9788702206722
475,Vokslys,Ester Bock,Dansk,79.95,9788702207118
476,Tonefald,Ester Bock,Dansk,79.95,9788702207125
477,Cæsar,Adrian Goldsworthy,Dansk,49.95,9788702225860
478,Hvor svært kan det være?,Ann-Elisabeth Knudsen,Dansk,49.95,9788702237818
479,Sæt strøm til demokratiet,Silas Harrebye,Dansk,79.95,9788702261431
480,Vandringer med et æsel i Cevennerne,Robert Louis Stevenson,Dansk,79.95,9788702265415
481,Ryst dig fri,David Berceli,Dansk,79.95,9788702296907
482,Dage som græs,Jens Christian Grøndahl,Dansk,79.95,9788702305821
483,Nøjsomheden,Stine Askov,Dansk,79.95,9788702349245
484,Nye balancer,Caspar Eric,Dansk,79.95,9788702392081
485,Banan,Mette Vedsø,Dansk,79.95,9788702394481
486,Den våde fisk,Volker Kutscher,Dansk,129.95,9788711326077
487,Blå horisont,Wilbur Smith,Dansk,149.95,9788711326862
488,Sort sne falder,Michael Katz Krefeld,Dansk,149.95,9788711380802
489,Ta' mig,Joan Ørting,Dansk,99.95,9788711436912
490,Rovfuglene,Wilbur Smith,Dansk,149.95,9788711451328
491,Stalingrad,Antony Beevor,Dansk,129.95,9788711454770
492,Dobbelt forræderi,Nick Carter,Dansk,69.95,9788711524220
493,Sluk,Imran Rashid,Dansk,149.95,9788711766286
494,Vindens port,Anne-Cathrine Riebnitzsky,Dansk,199.95,9788711981443
495,En hæderlig mand,David Baldacci,Dansk,149.95,9788711995198
496,Farligt øjenvidne,David Baldacci,Dansk,99.95,9788711995211
497,Den ukendte kvinde fra Seinen,Guillaume Musso,Dansk,169.95,9788711996942
498,Overvågningens historie,Andreas Marklund,Dansk,209.95,9788712065029
499,Papirslottet,Miranda Cowley Heller,Dansk,179.95,9788727017624
500,Humanistisk videnskabsteori,Finn Collin,Dansk,249.95,9788727018072
401,Journal 64,Jussi Adler-Olsen,Dansk,139.95,9788740006391
402,Opløst,Sara Blaedel,Dansk,199.95,9788740071986
403,Evigt i tiden,Jens Smærup Sørensen,Dansk,159.95,9788797448519
404,Engletræet,Lucinda Riley,Dansk,79.95,9788763844109
405,Vendepunkter,Per Schultz Jørgensen,Dansk,94.95,9788774675402
406,Girls Just Wanna Have Funds,Anna-Sophie Hartvigsen,Engelsk,65.17,9780241622759
407,Pigen i brønden,Inger Gammelgaard Madsen,Dansk,139.95,9788797357231
408,Jagten på verdens ældste DNA,Eske Willerslev,Dansk,159.95,9788702392630
409,Den lille prins,Antoine de Saint-Exupéry,Dansk,89.95,9788771554168
410,Før stormen,Michael Katz Krefeld,Dansk,99.95,9788711415238
411,Kludekræmmeren udvider,Dorte Hummelshøj Jakobsen,Dansk,109.95,9788793197916
412,Se her!,Rudi Hass,Dansk,219.95,9788797240359
413,Generationskontrakten,Martin Lidegaard,Dansk,169.95,9788727116884
414,Mørketal,Arne Dahl,Dansk,89.95,9788770536783
415,Efterskælv,Arne Dahl,Dansk,89.95,9788770536790
416,Himmeløje,Arne Dahl,Dansk,89.95,9788770536806
417,Elleve,Arne Dahl,Dansk,89.95,9788770536813
418,Stormens rasen,Wilbur Smith,Dansk,179.95,9788711998007
419,BRAND sense,Martin Lindstrom,Engelsk,142.18,9781439103456
420,"Turen går til Tenerife, La Gomera, La Palma & El Hierro",Mia Hove Christensen,Dansk,35,9788740066258
421,Sneet inde,Sarah Morgan,Dansk,149.95,9788743515487
422,Secretly Yours,Tessa Bailey,Engelsk,29.95,9780063238992
423,"Offertrekanten  - den dysfunktionelle dans i parforholdet, i familien eller på jobbet",Steen Rassing,Dansk,146.15,9788799686100
424,KLUDEKRÆMMEREN FORTSÆTTER,Dorte Hummelshøj Jakobsen,Dansk,99.95,9788793197848
425,Yngre med årene,Bente Klarlund Pedersen,Dansk,129.95,9788702300154
426,Klara og solen,Kazuo Ishiguro,Dansk,79.95,9788702308921
427,"JEG SAVNER OS - En guide til nærhed, fortrolighed og kærlighed",Holger Spanggaard,Dansk,189.95,9788740485530
428,Spion i blodet,Morten Skjoldager,Dansk,209.95,9788775930302
429,Turen går til London,Gunhild Riske,Dansk,35,9788740034769
430,Vilhelms værelse,Tove Ditlevsen,Dansk,49.95,9788702172850
431,Antiinflammatorisk kost,Elizabeth Nebelong,Dansk,99.95,9788711981788
432,Kærlighed i teorien,Ali Hazelwood,Dansk,149.95,9788743406341
433,Prædikanten,Camilla Läckberg,Dansk,69.95,9788771081305
434,Doomsday Book,Connie Willis,Engelsk,9.95,9780575131101
435,Rævens bytte,Wilbur Smith,Dansk,129.95,9788711451366
436,Varieté. Laurits og Valdemar,Søren Pilmark,Dansk,199.95,9788740075076
437,Bibelen,Anonym Anonym,Dansk,50,9788740496635
438,"505 sprogøvelser - i dansk stavning, komma og grammatik",Kirsten Rask,Dansk,49.95,9788726655834
439,KLUDEKRÆMMERENS nemme klude,Dorte Hummelshøj Jakobsen,Dansk,89.95,9788793197879
440,War on the West,Douglas Murray,Engelsk,74.95,9780008492816
441,Five Survive,Holly Jackson,Engelsk,64.95,9780008507275
442,Darcy's Story,Janet Aylmer,Engelsk,74.95,9780061841798
443,Unfortunately Yours,Tessa Bailey,Engelsk,29.95,9780063239043
444,Yellow Wall-Paper,Charlotte Perkins Gilman,Engelsk,34.95,9780141397436
445,Passing,Nella Larsen,Engelsk,65.17,9780141995250
446,Flush,Virginia Woolf,Engelsk,29.95,9780241251492
447,Bandits,Eric Hobsbawm,Engelsk,37.2,9780297865315
448,Lifeprints,Richard Unger,Engelsk,84.95,9780399582967
449,Baking Bible,Rose Levy Beranbaum,Engelsk,205.02,9780544188365
450,Red Seas Under Red Skies,Scott Lynch,Engelsk,40.61,9780553903584
501,Ligene i lysthuset,Anna Grue,Dansk,179.95,9788727082202
502,New Yorks døtre,Ella Carey,Dansk,149.95,9788728157213
503,Augustin-studier. Bind 15. Kirkesyn og -brevkasse,Helge Haystrup,Dansk,79.95,9788728426623
504,Tab 12 kilo på 12 uger,Henrik Duer,Dansk,79.95,9788740023787
505,Jussi,Jonas Langvad Nilsson,Dansk,159.95,9788740028676
506,En gentleman i Moskva,Amor Towles,Dansk,159.95,9788740043563
507,Turen går til Vietnam,Niels Fink Ebbesen,Dansk,35,9788740054996
508,Da Super Carla blev hormonforstyrret,Dorthe Oxgren,Dansk,99.95,9788740401363
509,Romerriget,Hans Svendsen,Dansk,10,9788740412451
510,Fostrets og fødslens psykologi. Barndom og forældreskab begynder ved undfangelsen,Henrik Dybvad Larsen,Dansk,99.95,9788740478327
511,Adolph Sell,John P. A. Jensen,Dansk,119.95,9788743004271
512,Kostplan 1200 kcal,Simone Bay,Dansk,129.95,9788743028710
513,Black out,Kenneth Bøgh Andersen,Dansk,49.95,9788763845915
514,Lady Sophias elsker,Lisa Kleypas,Dansk,129.95,9788763864626
515,En pikant handel,Lisa Kleypas,Dansk,129.95,9788763864640
516,Damevennens død,Torben Munksgaard,Dansk,159.95,9788770077545
517,Et mørke iblandt os,Mari Jungstedt,Dansk,74.95,9788770364744
518,Isfolket 28 - Is og ild,Margit Sandemo,Dansk,129.95,9788771071634
519,Isfolket 29 - Lucifers kærlighed,Margit Sandemo,Dansk,129.95,9788771071641
520,Olivias hemmelighed,Muna Shehadi,Dansk,159.95,9788771164848
521,Psyken,Svend Brinkmann,Dansk,129.95,9788771246759
522,Smertefri fødsel,Anja Bay,Dansk,149.95,9788771374018
523,Styrk dit barns sprog 3-6 år,Lis Klausen,Dansk,79.95,9788771604504
524,Syv myter om demokrati,Jørgen Møller,Dansk,129.95,9788772198699
525,Hvor den sidste lygte lyser,Mari Jungstedt,Dansk,149.95,9788772388441
526,Min datter var gnisten,Souha Al-Mersal,Dansk,179.95,9788773398463
527,Hvor står kampen om dannelsen?,Stefan Hermann,Dansk,34.95,9788775146017
528,Bogen,Bjarne Reuter,Dansk,129.95,9788775237180
529,Marskens mysterier,Joy Ellis,Dansk,159.95,9788775622061
530,Det skete en sommer,Tessa Bailey,Dansk,159.95,9788775713257
531,Sød musik på krogen,Tessa Bailey,Dansk,159.95,9788775714018
532,En uhørt skandale,Julia Quinn,Dansk,149.95,9788775933556
533,"Excel Pivottabeller, VBA og Makroer",Jens Koldbæk,Dansk,139.95,9788778538857
534,Grøflen,Julia Donaldson,Dansk,129.95,9788779166219
535,Stressbehandling med metakognitiv terapi ,Linda Burlan Sørensen,Dansk,239.95,9788793201231
536,GAPS-kogebogen,Signe Gad,Dansk,199.95,9788793575202
537,Kundeheltene,Mogens Bjerre,Dansk,239.95,9788797261439
538,Mærkbarhed,Imran Rashid,Dansk,189.95,9788797295519
539,Kunsten at koge et æg,Susanne Teglkamp,Dansk,84.95,9788797305133
540,Karolines Kager,Karolines Køkken,Dansk,49.95,9788799589487
541,Brødre af Blodet 1,Eva Egeskjold,Dansk,54.95,9788799889761
542,Brødre af Blodet 2,Eva Egeskjold,Dansk,54.95,9788799889778
543,Brødre af Blodet 3,Eva Egeskjold,Dansk,54.95,9788799889785
544,Brødre af Blodet 4,Eva Egeskjold,Dansk,54.95,9788799889792
545,Brødre af Blodet 5,Eva Egeskjold,Dansk,54.95,9788799917600
546,Alt det lys vi ikke ser,Anthony Doerr,Dansk,139.95,9788740020731
547,Fradrag 2023,John Hannover,Dansk,99.95,9788771962819
548,Nathuset,Jo Nesbø,Dansk,159.95,9788770078672
549,Marco Effekten,Jussi Adler-Olsen,Dansk,139.95,9788740009903
550,Hvad jeg tænker mens du taler,Alberte Winding,Dansk,159.95,9788743402510
551,Kærlighedsdagbogen,Pernille Aalund,Dansk,129.95,9788702402858
552,Sejrens by,Salman Rushdie,Dansk,129.95,9788702394030
553,Manden der søgte sin skygge,David Lagercrantz,Dansk,119.95,9788771469004
554,Det der ikke slår os ihjel,David Lagercrantz,Dansk,89.95,9788771464535
555,Isola,Katrine Engberg,Dansk,159.95,9788793983106
556,Frem i lyset,Katrine Wessel,Dansk,159.95,9788775716975
557,Vand til blomster,Valérie Perrin,Dansk,159.95,9788775620135
558,Ved højlys dag,Jeffrey Archer,Dansk,229.95,9788711996232
559,Pottetræning på 3 dage,Sofia Bergenstjerna,Dansk,279.95,9789198605037
560,Kålhydrater,Anette Sams,Dansk,129.95,9788702331455
561,Kult,Camilla Läckberg,Dansk,179.95,9788775930067
562,KANNIBAL,Nis Jakob,Dansk,79.95,9788793660373
563,Jul i Nyhavn,Katrine Wessel,Dansk,159.95,9788775715619
564,Kvinder der mister sig selv,Nicole Albæk,Dansk,59.95,9788794289009
565,Det ottende liv,Nino Haratischwili,Dansk,209.95,9788743400349
566,Hovedværk,Martin Bigum,Dansk,159.95,9788743600176
567,Kan man tænke sig rask?,Thomas Breinholt,Dansk,179.95,9788727122779
568,Damaskus,Iben Albinus,Dansk,199.95,9788740067408
569,Citronbjerget,Eva Tind,Dansk,159.95,9788702393811
570,August og Marie,Hanne Sindbæk,Dansk,199.95,9788740081848
571,Kniv,Jo Nesbø,Dansk,119.95,9788770071987
572,Rampen,Jesper Stein,Dansk,199.95,9788740067743
573,Turen går til Marokko,Michelle Arrouas,Dansk,35,9788740063691
574,Byen og havet,Keld Conradsen,Dansk,159.95,9788770077538
575,Enten - Eller,Søren Kierkegaard,Dansk,34.95,9788793374836
576,Fuglene synger baglæns,Karin Slot Christiansen,Dansk,159.95,9788773399330
577,Pigen fra Napoli,Lucinda Riley,Dansk,159.95,9788763839075
578,Tørst,Jo Nesbø,Dansk,119.95,9788771468007
579,Allen Carr's Easy Way to Stop Smoking,Allen Carr,Engelsk,89.95,9781405923323
580,Mord på kostskolen,Lucinda Riley,Dansk,129.95,9788702362251
581,De ansatte,Olga Ravn,Dansk,84.95,9788702265590
582,ELIKSIR,Nis Jakob,Dansk,79.95,9788793660304
583,Gevinstrealisering,Jesper Johannes Krøyer Lind,Dansk,199.95,9788750045397
584,Døden kører Audi,Kristian Bang Foss,Dansk,49.95,9788702130751
585,Spøgelsesfangen,Jens Henrik Jensen,Dansk,109.95,9788756702065
586,Den rebelske miss Bridgerton,Julia Quinn,Dansk,149.95,9788775931729
587,Du skal være far,Thomas Oldrup,Dansk,139.95,9788712047919
588,Atten grader minus,Stefan Ahnhem,Dansk,99.95,9788711769584
589,Ledelse med social kapital,Kristian Gylling Olesen,Dansk,199.95,9788711417263
590,Slægtens lænker,Jeffrey Archer,Dansk,149.95,9788711995457
591,Et rige af torne og roser,Sarah J. Maas,Dansk,129.95,9788702200928
592,Ledelse uden personaleansvar. 10 stærke værktøjer,Anne Birgitte Lindholm,Dansk,249.95,9788750045663
593,Complete Danish Beginner to Intermediate Course,Bente Elsworth,Engelsk,37.2,9781473602670
594,Turen går til Rom,Alfredo Tesio,Dansk,35,9788740067156
595,Malma station,Alex Schulman,Dansk,149.95,9788727029634
596,Mente I det,Thomas Korsgaard,Dansk,99.95,9788727081618
597,Panserhjerte,Jo Nesbø,Dansk,89.95,9788770537995
598,Isprinsessen,Camilla Läckberg,Dansk,49.95,9788771081190
599,Økseskibet,Jens Henrik Jensen,Dansk,109.95,9788740016628
600,Hulebjørnens klan,Jean M. Auel,Dansk,79.95,9788763817691
601,Sandheden om havets døtre,Caroline Säfstrand,Dansk,129.95,9788775620784
602,Jul med Mdm. Mangor & Frk. Jensen,Madam Mangor,Dansk,25,9788740443226
603,Fyrtårnets hemmeligheder,Santa Montefiore,Dansk,159.95,9788771482867
604,Murder Is Easy,Agatha Christie,Engelsk,65.17,9780007422531
605,Ordeal by Innocence,Agatha Christie,Engelsk,59.95,9780007422647
606,Read Dangerously,Azar Nafisi,Engelsk,130.44,9780062947383
607,Ritual,Adam Nevill,Engelsk,116.91,9780230760431
608,Bullet That Missed,Richard Osman,Engelsk,84.95,9780241992395
609,Stranger,Albert Camus,Engelsk,144.95,9780307827661
610,Lord John Series 4-Book Bundle,Diana Gabaldon,Engelsk,381.52,9780345546036
611,Terms and Conditions,Lauren Asher,Engelsk,51.19,9780349433462
612,Malinche,Laura Esquivel,Engelsk,142.18,9780743299916
613,Fractal Noise,Christopher Paolini,Engelsk,139.95,9781250870162
614,In the Pines,Alice Notley,Engelsk,154.95,9781440619779
615,Bodyweight Strength Training Anatomy,Bret M. Contreras,Engelsk,291.67,9781492576259
616,Yoga Anatomy,Amy Matthews,Engelsk,291.67,9781492596493
617,Trust,Hernan Diaz,Engelsk,116.91,9781529074550
618,Why We Broke Up,Daniel Handler,Engelsk,51.19,9781780311524
619,Island in the Sky,Ernest K. Gann,Engelsk,29.95,9781839742569
620,Et liv i almindelighed,Bent Vinn Nielsen,Dansk,49.95,9788702099911
621,Ledelse på kanten,Uffe Elbæk,Dansk,49.95,9788702108507
622,Liv på spil,Søren Jessen,Dansk,84.95,9788702127140
623,Lobbyistens lommebog,Susanne Hegelund,Dansk,49.95,9788702144130
624,7 ting vi plejer at tro på,Jesper Hoffmeyer,Dansk,49.95,9788702251579
625,Sisyfos-myten,Albert Camus,Dansk,49.95,9788702262544
626,Kærlighedens skygger,Diane Chamberlain,Dansk,129.95,9788702346268
627,Hvor lyset falder,Mary Ellen Taylor,Dansk,129.95,9788702390537
628,Et farligt bekendtskab,Lisa Kleypas,Dansk,129.95,9788702396744
629,Terminaler,Aske Viuff,Dansk,79.95,9788702400083
630,Forsker i fem verdensdele,Marie Hammer,Dansk,49.95,9788702400366
631,Askeblomster,Patrick Modiano,Dansk,129.95,9788711329924
632,Kvindens nydelse,Ylva Franzén,Dansk,99.95,9788711444634
633,Jul på landet,Morten Korch,Dansk,69.95,9788711481820
634,De glemte børns bog,Kristin Harmel,Dansk,79.95,9788712067474
635,Frederik 5.,Søren Mentz,Dansk,239.95,9788712076445
636,Dea er en løve,Rina Dahlerup,Dansk,39.95,9788726144444
637,Martas tema & Natmandens datter,Nikoline Werdelin,Dansk,69.95,9788726541892
638,Oprør og alliancer - Mellemøsten efter det arabiske forår,Lars Erslev Andersen,Dansk,179.95,9788727000848
639,Poul Reichhardt. Folkelig og helt sig selv,Carsten Borch,Dansk,69.95,9788728285251
640,Kulmanden,Jens Henrik Jensen,Dansk,109.95,9788740016635
641,Hvad enhver far bør vide,Thomas Skov,Dansk,179.95,9788740057652
642,Strategi i vindervirksomheder,Jørgen Lægaard,Dansk,549.95,9788740064971
643,"Spis dig stærk, let og mæt",Anne Hjernøe,Dansk,199.95,9788740070903
644,Ånder,Fatma Aydemir,Dansk,199.95,9788740083125
645,Forbrydelse og Straf,Fjodor Dostojevskij,Dansk,25,9788740492873
646,En tvetydighedens moral,Simone de Beauvoir,Dansk,139.95,9788741275680
647,Åndeløs,Linwood Barclay,Dansk,159.95,9788742606278
648,Hvis sandheden skal frem,Sara Ejersbo,Dansk,149.95,9788743403562
649,Aldrig sige aldrig,Sara Ejersbo,Dansk,149.95,9788743403593
650,Dybt at falde,Anna Grue,Dansk,79.95,9788756797740
651,Myter og mysterier #4: Ufoer og liv i rummet,Jesper W. Lindberg,Dansk,94.95,9788758831053
652,Skammerens datter 1 – Skammerens datter,Lene Kaaberbøl,Dansk,79.95,9788763860130
653,Okker gokker,Matthew Arlidge,Dansk,129.95,9788771075199
654,Madame Hemingway,Paula McLain,Dansk,139.95,9788771374698
655,Elizabeth er forsvundet,Emma Healey,Dansk,64.95,9788771378245
656,Sådan får du Ole Henriksens hjerne,Ole Juncker,Dansk,149.95,9788771590142
657,Det almene subjekt,erik schultze hansen,Dansk,45,9788771965063
658,Døden,Asser Hedegård Thomsen,Dansk,49.95,9788772197357
659,Anstalt og menneske,Erwing Goffman,Dansk,249.95,9788772300443
660,Bageriet i Brooklyn,Ellen Vahr,Dansk,159.95,9788775711536
661,Rejsen til Idle Hour,Ellen Vahr,Dansk,159.95,9788775711758
662,Hemmeligheder og løgne,Katrine Wessel,Dansk,159.95,9788775712922
663,Duften af sommer,Katrine Wessel,Dansk,159.95,9788775717019
664,Det lille konditori i Paris,Julie Caplin,Dansk,209.95,9788775780136
665,Førstesproget som ressource,A. Holmen,Dansk,54.95,9788779346390
666,Skønhed,Dorthe Jørgensen,Dansk,129.95,9788779349407
667,Kommentar til Markusevangeliet,Aage Pilgaard,Dansk,199.95,9788779349889
668,Bønnebog,Den katolske Kirke i Danmark,Dansk,75.38,9788791338380
669,Positionering,Bronwyn Davies,Dansk,129.95,9788792542663
670,Da jeg så dig,Irma Lauridsen,Dansk,139.95,9788792948519
